Category,Parameter,F1,Precision,Recall
LCDD,"(100.0, 100.0, 150.0)",0.18148984198645596,0.1006006006006006,0.9262672811059908
LCDD,"(100.0, 100.0, 200.0)",0.1742038679656827,0.09620944426598137,0.9201228878648233
LCDD,"(200.0, 200.0, 5.0)",0.3160245672808487,0.193108154213579,0.869431643625192
LCDD,"(200.0, 200.0, 10.0)",0.31877607788595275,0.19463315217391305,0.880184331797235
LCDD,"(200.0, 200.0, 20.0)",0.3150570553854718,0.19238613188307274,0.869431643625192
LCDD,"(200.0, 200.0, 50.0)",0.32401919277448493,0.19847856154910096,0.8817204301075269
LCDD,"(200.0, 200.0, 100.0)",0.31626591230551626,0.19382801664355062,0.858678955453149
LCDD,"(200.0, 200.0, 150.0)",0.3266219239373601,0.2062146892655367,0.7849462365591398
LCDD,"(200.0, 200.0, 200.0)",0.3090174966352624,0.18733681462140991,0.8817204301075269
LCDD,"(300.0, 300.0, 5.0)",0.42818217205138187,0.2867570385818561,0.8448540706605223
LCDD,"(300.0, 300.0, 10.0)",0.4199843871975019,0.2815279958137101,0.82642089093702
LCDD,"(300.0, 300.0, 20.0)",0.4219899341850562,0.28209109730848864,0.837173579109063
LCDD,"(300.0, 300.0, 50.0)",0.4283464566929134,0.2879830598200106,0.8356374807987711
LCDD,"(300.0, 300.0, 100.0)",0.4293110314615691,0.28978494623655915,0.8279569892473119
LCDD,"(300.0, 300.0, 150.0)",0.425531914893617,0.2942907592701589,0.7680491551459293
LCDD,"(300.0, 300.0, 200.0)",0.4237623762376238,0.2854855923159018,0.8218125960061444
LCDD,"(400.0, 400.0, 5.0)",0.5048923679060665,0.3704235463029433,0.7926267281105991
LCDD,"(400.0, 400.0, 10.0)",0.4893931919092254,0.36046511627906974,0.7619047619047619
LCDD,"(400.0, 400.0, 20.0)",0.4923682914820286,0.36231884057971014,0.7680491551459293
LCDD,"(400.0, 400.0, 50.0)",0.48430913348946136,0.34838274932614555,0.794162826420891
LCDD,"(400.0, 400.0, 100.0)",0.48577036310107946,0.3568853640951694,0.7603686635944701
LCDD,"(400.0, 400.0, 150.0)",0.5041122399612966,0.3679378531073446,0.8003072196620584
LCDD,"(400.0, 400.0, 200.0)",0.49019607843137253,0.3599712023038157,0.7680491551459293
LCDD,"(600.0, 600.0, 5.0)",0.4567030147530468,0.3920704845814978,0.5468509984639017
LCDD,"(600.0, 600.0, 10.0)",0.47874999999999995,0.4035827186512118,0.5883256528417818
LCDD,"(600.0, 600.0, 20.0)",0.4432647644326477,0.3901869158878505,0.5130568356374808
LCDD,"(600.0, 600.0, 50.0)",0.4544859201047806,0.3961187214611872,0.533026113671275
LCDD,"(600.0, 600.0, 100.0)",0.4855491329479769,0.41721854304635764,0.5806451612903226
LCDD,"(600.0, 600.0, 150.0)",0.4768637532133676,0.40994475138121544,0.5698924731182796
LCDD,"(600.0, 600.0, 200.0)",0.4983520105471325,0.43648960739030024,0.5806451612903226
LCDD,"(800.0, 800.0, 5.0)",0.4666166541635408,0.4560117302052786,0.47772657450076805
LCDD,"(800.0, 800.0, 10.0)",0.4393241167434716,0.4393241167434716,0.4393241167434716
LCDD,"(800.0, 800.0, 20.0)",0.41414885777450255,0.3980169971671388,0.43164362519201227
LCDD,"(800.0, 800.0, 50.0)",0.4636363636363636,0.45739910313901344,0.4700460829493088
LCDD,"(800.0, 800.0, 100.0)",0.47812971342383104,0.4696296296296296,0.4869431643625192
LCDD,"(800.0, 800.0, 150.0)",0.41746854182087345,0.40285714285714286,0.43317972350230416
LCDD,"(800.0, 800.0, 200.0)",0.42803315749811605,0.42011834319526625,0.4362519201228879
LCDD,"(1200.0, 1200.0, 5.0)",0.424812030075188,0.5472154963680388,0.34715821812596004
LCDD,"(1200.0, 1200.0, 10.0)",0.393686165273909,0.49765258215962443,0.32565284178187404
LCDD,"(1200.0, 1200.0, 20.0)",0.38440111420612816,0.4859154929577465,0.31797235023041476
LCDD,"(1200.0, 1200.0, 50.0)",0.4037037037037037,0.5081585081585082,0.3348694316436252
LCDD,"(1200.0, 1200.0, 100.0)",0.38281979458450044,0.4880952380952381,0.31490015360983103
LCDD,"(1200.0, 1200.0, 150.0)",0.40703052728954675,0.5116279069767442,0.3379416282642089
LCDD,"(1200.0, 1200.0, 200.0)",0.4143126177024482,0.5352798053527981,0.3379416282642089
Maaradji Runs,"(50.0, 2.0)",0.141643059490085,0.9090909090909091,0.07680491551459294
Maaradji Runs,"(100.0, 2.0)",0.20329670329670327,0.961038961038961,0.11367127496159754
Maaradji Runs,"(150.0, 2.0)",0.3001293661060802,0.9508196721311475,0.1781874039938556
Maaradji Runs,"(200.0, 2.0)",0.3047375160051216,0.9153846153846154,0.1827956989247312
Maaradji Runs,"(250.0, 2.0)",0.2890625,0.9487179487179487,0.17050691244239632
Maaradji Runs,"(300.0, 2.0)",0.33626097867001253,0.9178082191780822,0.20583717357910905
Maaradji Runs,"(350.0, 2.0)",0.40821256038647347,0.9548022598870056,0.25960061443932414
Maaradji Runs,"(400.0, 2.0)",0.42431466030989273,0.9468085106382979,0.27342549923195086
Martjushev ADWIN J,"(100.0, 400.0, 0.4, 10.0)",0.5128205128205128,0.5882352941176471,0.45454545454545453
Martjushev ADWIN J,"(100.0, 400.0, 0.4, 20.0)",0.39361702127659576,0.592,0.2948207171314741
Martjushev ADWIN J,"(100.0, 400.0, 0.4, 50.0)",0.3835616438356165,0.6222222222222222,0.27722772277227725
Martjushev ADWIN J,"(100.0, 500.0, 0.4, 10.0)",0.45283018867924524,0.576,0.37305699481865284
Martjushev ADWIN J,"(100.0, 500.0, 0.4, 20.0)",0.43613707165109034,0.6481481481481481,0.3286384976525822
Martjushev ADWIN J,"(100.0, 500.0, 0.4, 50.0)",0.4693333333333333,0.676923076923077,0.35918367346938773
Martjushev ADWIN J,"(100.0, 600.0, 0.4, 10.0)",0.3686868686868687,0.5658914728682171,0.27340823970037453
Martjushev ADWIN J,"(100.0, 600.0, 0.4, 20.0)",0.5836065573770491,0.6357142857142857,0.5393939393939394
Martjushev ADWIN J,"(100.0, 600.0, 0.4, 50.0)",0.4086687306501548,0.6346153846153846,0.3013698630136986
Martjushev ADWIN J,"(100.0, 700.0, 0.4, 10.0)",0.4708994708994709,0.6592592592592592,0.3662551440329218
Martjushev ADWIN J,"(100.0, 700.0, 0.4, 20.0)",0.46048109965635736,0.6568627450980392,0.3544973544973545
Martjushev ADWIN J,"(100.0, 700.0, 0.4, 50.0)",0.4927536231884058,0.6746031746031746,0.3881278538812785
Martjushev ADWIN J,"(200.0, 400.0, 0.4, 10.0)",0.3788300835654596,0.5862068965517241,0.27983539094650206
Martjushev ADWIN J,"(200.0, 400.0, 0.4, 20.0)",0.5085714285714286,0.7235772357723578,0.3920704845814978
Martjushev ADWIN J,"(200.0, 400.0, 0.4, 50.0)",0.5149253731343284,0.7931034482758621,0.3812154696132597
Martjushev ADWIN J,"(200.0, 500.0, 0.4, 10.0)",0.48618784530386744,0.7457627118644068,0.36065573770491804
Martjushev ADWIN J,"(200.0, 500.0, 0.4, 20.0)",0.44715447154471544,0.6790123456790124,0.3333333333333333
Martjushev ADWIN J,"(200.0, 500.0, 0.4, 50.0)",0.46448087431693985,0.6854838709677419,0.3512396694214876
Martjushev ADWIN J,"(200.0, 600.0, 0.4, 10.0)",0.4482758620689655,0.5963302752293578,0.35911602209944754
Martjushev ADWIN J,"(200.0, 600.0, 0.4, 20.0)",0.44144144144144143,0.7424242424242424,0.3141025641025641
Martjushev ADWIN J,"(200.0, 600.0, 0.4, 50.0)",0.5161290322580645,0.7111111111111111,0.4050632911392405
Martjushev ADWIN J,"(200.0, 700.0, 0.4, 10.0)",0.4174454828660436,0.7282608695652174,0.2925764192139738
Martjushev ADWIN J,"(200.0, 700.0, 0.4, 20.0)",0.5345911949685535,0.6910569105691057,0.4358974358974359
Martjushev ADWIN J,"(200.0, 700.0, 0.4, 50.0)",0.48538011695906436,0.7217391304347827,0.3656387665198238
Martjushev ADWIN J,"(300.0, 400.0, 0.4, 10.0)",0.4067796610169492,0.7142857142857143,0.2843601895734597
Martjushev ADWIN J,"(300.0, 400.0, 0.4, 20.0)",0.5209580838323353,0.6850393700787402,0.42028985507246375
Martjushev ADWIN J,"(300.0, 400.0, 0.4, 50.0)",0.34615384615384615,0.6835443037974683,0.2317596566523605
Martjushev ADWIN J,"(300.0, 500.0, 0.4, 10.0)",0.4415584415584416,0.6415094339622641,0.33663366336633666
Martjushev ADWIN J,"(300.0, 500.0, 0.4, 20.0)",0.4725274725274725,0.7889908256880734,0.33725490196078434
Martjushev ADWIN J,"(300.0, 500.0, 0.4, 50.0)",0.460431654676259,0.7619047619047619,0.32989690721649484
Martjushev ADWIN J,"(300.0, 600.0, 0.4, 10.0)",0.458498023715415,0.7435897435897436,0.3314285714285714
Martjushev ADWIN J,"(300.0, 600.0, 0.4, 20.0)",0.41860465116279066,0.7128712871287128,0.2962962962962963
Martjushev ADWIN J,"(300.0, 600.0, 0.4, 50.0)",0.4606741573033708,0.6666666666666666,0.351931330472103
Martjushev ADWIN J,"(300.0, 700.0, 0.4, 10.0)",0.5017921146953405,0.7368421052631579,0.3804347826086957
Martjushev ADWIN J,"(300.0, 700.0, 0.4, 20.0)",0.375,0.75,0.25
Martjushev ADWIN J,"(300.0, 700.0, 0.4, 50.0)",0.5298701298701299,0.7611940298507462,0.4063745019920319
Martjushev ADWIN J,"(400.0, 400.0, 0.4, 10.0)",0.42735042735042733,0.6756756756756757,0.3125
Martjushev ADWIN J,"(400.0, 400.0, 0.4, 20.0)",0.5378151260504201,0.75,0.4192139737991266
Martjushev ADWIN J,"(400.0, 400.0, 0.4, 50.0)",0.33628318584070793,0.8636363636363636,0.2087912087912088
Martjushev ADWIN J,"(400.0, 500.0, 0.4, 10.0)",0.41739130434782606,0.7272727272727273,0.2926829268292683
Martjushev ADWIN J,"(400.0, 500.0, 0.4, 20.0)",0.39800995024875624,0.6779661016949152,0.28169014084507044
Martjushev ADWIN J,"(400.0, 500.0, 0.4, 50.0)",0.49357326478149105,0.7619047619047619,0.3650190114068441
Martjushev ADWIN J,"(400.0, 600.0, 0.4, 10.0)",0.416988416988417,0.75,0.2887700534759358
Martjushev ADWIN J,"(400.0, 600.0, 0.4, 20.0)",0.5159010600706714,0.7373737373737373,0.3967391304347826
Martjushev ADWIN J,"(400.0, 600.0, 0.4, 50.0)",0.4181360201511335,0.7094017094017094,0.29642857142857143
Martjushev ADWIN J,"(400.0, 700.0, 0.4, 10.0)",0.4559270516717326,0.7352941176470589,0.3303964757709251
Martjushev ADWIN J,"(400.0, 700.0, 0.4, 20.0)",0.4897959183673469,0.7578947368421053,0.36180904522613067
Martjushev ADWIN J,"(400.0, 700.0, 0.4, 50.0)",0.48148148148148145,0.7878787878787878,0.3466666666666667
Process Graph Metrics,"(100.0, 400.0, 0.0001)",0.4892787524366472,0.6693333333333333,0.38556067588325654
Process Graph Metrics,"(100.0, 400.0, 0.005)",0.5266723116003387,0.5867924528301887,0.47772657450076805
Process Graph Metrics,"(100.0, 400.0, 0.05)",0.5355272999252056,0.521865889212828,0.5499231950844854
Process Graph Metrics,"(100.0, 400.0, 0.1)",0.5280575539568345,0.496617050067659,0.5637480798771122
Process Graph Metrics,"(100.0, 500.0, 0.0001)",0.4843137254901961,0.6693766937669376,0.3794162826420891
Process Graph Metrics,"(100.0, 500.0, 0.005)",0.5117903930131005,0.5931174089068826,0.4500768049155146
Process Graph Metrics,"(100.0, 500.0, 0.05)",0.49498843484965305,0.4969040247678019,0.4930875576036866
Process Graph Metrics,"(100.0, 500.0, 0.1)",0.5066079295154186,0.48523206751054854,0.5299539170506913
Process Graph Metrics,"(100.0, 600.0, 0.0001)",0.4403846153846154,0.5886889460154242,0.35176651305683565
Process Graph Metrics,"(100.0, 600.0, 0.005)",0.4804177545691906,0.5542168674698795,0.423963133640553
Process Graph Metrics,"(100.0, 600.0, 0.05)",0.4428684003152088,0.4546925566343042,0.43164362519201227
Process Graph Metrics,"(100.0, 600.0, 0.1)",0.4737231680236862,0.45714285714285713,0.4915514592933948
Process Graph Metrics,"(100.0, 700.0, 0.0001)",0.41502347417840374,0.533816425120773,0.33947772657450076
Process Graph Metrics,"(100.0, 700.0, 0.005)",0.4154250657318142,0.48367346938775513,0.3640552995391705
Process Graph Metrics,"(100.0, 700.0, 0.05)",0.4092356687898089,0.42479338842975206,0.39477726574500765
Process Graph Metrics,"(100.0, 700.0, 0.1)",0.4293436293436293,0.43167701863354035,0.4270353302611367
Process Graph Metrics,"(200.0, 400.0, 0.0001)",0.4990215264187867,0.6873315363881402,0.391705069124424
Process Graph Metrics,"(200.0, 400.0, 0.005)",0.5233160621761658,0.5976331360946746,0.46543778801843316
Process Graph Metrics,"(200.0, 400.0, 0.05)",0.5208175624526873,0.5134328358208955,0.5284178187403994
Process Graph Metrics,"(200.0, 400.0, 0.1)",0.5219899062725306,0.49184782608695654,0.5560675883256528
Process Graph Metrics,"(200.0, 500.0, 0.0001)",0.5034013605442177,0.6851851851851852,0.3978494623655914
Process Graph Metrics,"(200.0, 500.0, 0.005)",0.4943231441048035,0.5728744939271255,0.434715821812596
Process Graph Metrics,"(200.0, 500.0, 0.05)",0.5130168453292496,0.5114503816793893,0.5145929339477726
Process Graph Metrics,"(200.0, 500.0, 0.1)",0.4930095658572479,0.4731638418079096,0.5145929339477726
Process Graph Metrics,"(200.0, 600.0, 0.0001)",0.45904761904761904,0.6040100250626567,0.37019969278033793
Process Graph Metrics,"(200.0, 600.0, 0.005)",0.4774305555555555,0.5489021956087824,0.42242703533026116
Process Graph Metrics,"(200.0, 600.0, 0.05)",0.45547675334909377,0.46763754045307443,0.44393241167434716
Process Graph Metrics,"(200.0, 600.0, 0.1)",0.46515151515151515,0.4588938714499253,0.4715821812596006
Process Graph Metrics,"(200.0, 700.0, 0.0001)",0.39622641509433965,0.5134474327628362,0.3225806451612903
Process Graph Metrics,"(200.0, 700.0, 0.005)",0.4006999125109361,0.4654471544715447,0.35176651305683565
Process Graph Metrics,"(200.0, 700.0, 0.05)",0.42054574638844305,0.4403361344537815,0.402457757296467
Process Graph Metrics,"(200.0, 700.0, 0.1)",0.41444270015698587,0.42375601926163725,0.4055299539170507
Process Graph Metrics,"(300.0, 400.0, 0.0001)",0.47984267453294005,0.6666666666666666,0.37480798771121354
Process Graph Metrics,"(300.0, 400.0, 0.005)",0.5231037489102005,0.6048387096774194,0.4608294930875576
Process Graph Metrics,"(300.0, 400.0, 0.05)",0.5372907153729072,0.5324283559577677,0.5422427035330261
Process Graph Metrics,"(300.0, 400.0, 0.1)",0.5369030390738061,0.5075239398084815,0.5698924731182796
Process Graph Metrics,"(300.0, 500.0, 0.0001)",0.49951783992285437,0.6709844559585493,0.3978494623655914
Process Graph Metrics,"(300.0, 500.0, 0.005)",0.5070175438596491,0.591002044989775,0.44393241167434716
Process Graph Metrics,"(300.0, 500.0, 0.05)",0.5050038491147036,0.5061728395061729,0.5038402457757296
Process Graph Metrics,"(300.0, 500.0, 0.1)",0.4906507105459985,0.478134110787172,0.5038402457757296
Process Graph Metrics,"(300.0, 600.0, 0.0001)",0.4601941747572816,0.6253298153034301,0.3640552995391705
Process Graph Metrics,"(300.0, 600.0, 0.005)",0.4526315789473684,0.5276073619631901,0.39631336405529954
Process Graph Metrics,"(300.0, 600.0, 0.05)",0.4758128469468676,0.4918032786885246,0.4608294930875576
Process Graph Metrics,"(300.0, 600.0, 0.1)",0.4658573596358118,0.46026986506746626,0.4715821812596006
Process Graph Metrics,"(300.0, 700.0, 0.0001)",0.4095238095238095,0.5388471177944862,0.3302611367127496
Process Graph Metrics,"(300.0, 700.0, 0.005)",0.41124780316344467,0.4804928131416838,0.35944700460829493
Process Graph Metrics,"(300.0, 700.0, 0.05)",0.424390243902439,0.45077720207253885,0.4009216589861751
Process Graph Metrics,"(300.0, 700.0, 0.1)",0.4186413902053712,0.43089430894308944,0.40706605222734255
Process Graph Metrics,"(400.0, 400.0, 0.0001)",0.5004887585532747,0.6881720430107527,0.3932411674347158
Process Graph Metrics,"(400.0, 400.0, 0.005)",0.5322862129144852,0.6161616161616161,0.4685099846390169
Process Graph Metrics,"(400.0, 400.0, 0.05)",0.5304878048780488,0.5264750378214826,0.5345622119815668
Process Graph Metrics,"(400.0, 400.0, 0.1)",0.5219266714593818,0.4905405405405405,0.5576036866359447
Process Graph Metrics,"(400.0, 500.0, 0.0001)",0.4946236559139785,0.6801075268817204,0.38863287250384027
Process Graph Metrics,"(400.0, 500.0, 0.005)",0.5070921985815603,0.59958071278826,0.4393241167434716
Process Graph Metrics,"(400.0, 500.0, 0.05)",0.5124610591900312,0.5197472353870458,0.5053763440860215
Process Graph Metrics,"(400.0, 500.0, 0.1)",0.5101886792452831,0.5014836795252225,0.5192012288786483
Process Graph Metrics,"(400.0, 600.0, 0.0001)",0.44894026974951834,0.6020671834625323,0.3579109062980031
Process Graph Metrics,"(400.0, 600.0, 0.005)",0.43447669305189096,0.5082304526748971,0.3794162826420891
Process Graph Metrics,"(400.0, 600.0, 0.05)",0.4710485133020344,0.4800637958532695,0.46236559139784944
Process Graph Metrics,"(400.0, 600.0, 0.1)",0.48895658796648894,0.48489425981873113,0.4930875576036866
Process Graph Metrics,"(400.0, 700.0, 0.0001)",0.4162724692526017,0.541871921182266,0.3379416282642089
Process Graph Metrics,"(400.0, 700.0, 0.005)",0.41881100266193433,0.4957983193277311,0.36251920122887865
Process Graph Metrics,"(400.0, 700.0, 0.05)",0.40625,0.43716814159292033,0.3794162826420891
Process Graph Metrics,"(400.0, 700.0, 0.1)",0.40737770649558946,0.4261744966442953,0.3901689708141321
Zheng DBSCAN,"(300.0, 30.0)",0.22279569892473117,0.12953238309577395,0.7956989247311828
Zheng DBSCAN,"(300.0, 60.0)",0.3356195701874714,0.23893229166666666,0.5637480798771122
Zheng DBSCAN,"(300.0, 90.0)",0.39451338994121493,0.3431818181818182,0.46390168970814133
Zheng DBSCAN,"(300.0, 120.0)",0.4143426294820717,0.4304635761589404,0.39938556067588327
Zheng DBSCAN,"(300.0, 150.0)",0.4,0.48366013071895425,0.34101382488479265
Zheng DBSCAN,"(400.0, 40.0)",0.2876080691642652,0.17701312522170984,0.7665130568356375
Zheng DBSCAN,"(400.0, 80.0)",0.407530454042082,0.31861471861471863,0.565284178187404
Zheng DBSCAN,"(400.0, 120.0)",0.4457392571012382,0.42382271468144045,0.4700460829493088
Zheng DBSCAN,"(400.0, 160.0)",0.45072836332476435,0.5096899224806202,0.4039938556067588
Zheng DBSCAN,"(400.0, 200.0)",0.44423791821561337,0.5623529411764706,0.3671274961597542
Zheng DBSCAN,"(500.0, 50.0)",0.3102656608724172,0.19724770642201836,0.7265745007680492
Zheng DBSCAN,"(500.0, 100.0)",0.41457286432160806,0.35069075451647186,0.5069124423963134
Zheng DBSCAN,"(500.0, 150.0)",0.4242928452579035,0.4627949183303085,0.391705069124424
Zheng DBSCAN,"(500.0, 200.0)",0.43033175355450237,0.5618811881188119,0.3486943164362519
Zheng DBSCAN,"(500.0, 250.0)",0.4084934277047523,0.5976331360946746,0.3102918586789555
Zheng DBSCAN,"(600.0, 60.0)",0.37814120462704426,0.25538793103448276,0.728110599078341
Zheng DBSCAN,"(600.0, 120.0)",0.48253131179960446,0.4226327944572748,0.5622119815668203
Zheng DBSCAN,"(600.0, 180.0)",0.5041459369817578,0.5477477477477477,0.46697388632872505
Zheng DBSCAN,"(600.0, 240.0)",0.4812734082397004,0.6163069544364509,0.39477726574500765
Zheng DBSCAN,"(600.0, 300.0)",0.47152847152847155,0.6742857142857143,0.36251920122887865
