Algorithm,Log Source,Log,P-Value,Min Adaptive Window,Max Adaptive Window,Detected Changepoints,Actual Changepoints for Log,F1-Score,Average Lag,Duration,Duration (Seconds),Seconds per Case
Process Graph Metrics,without_noise,log_84_1687182047,0.0001,300,600,[1492],[1338],1.0,154.0,00:00:07,7.504455669783056,0.0029440783325943
Process Graph Metrics,with_noise_20,log_84_1687182047,0.0001,400,600,[1577],[1338],,,00:00:18,18.764572178944945,0.007361542635914
Process Graph Metrics,with_noise_10,log_84_1687182047,0.0001,400,700,[1541],[1338],,,00:00:06,6.376553451642394,0.0025015902124921
Process Graph Metrics,without_noise,log_84_1687182047,0.005,100,400,"[1416, 1998]",[1338],0.6666666666666666,78.0,00:00:01,1.8488005809485912,0.0007253042687126
Process Graph Metrics,with_noise_20,log_84_1687182047,0.005,100,500,[],[1338],,,00:00:20,20.92651893105358,0.0082096975013941
Process Graph Metrics,with_noise_20,log_84_1687182047,0.005,100,600,[1540],[1338],,,00:00:17,17.235457856208086,0.006761654710164
Process Graph Metrics,with_noise_20,log_84_1687182047,0.005,100,700,[1533],[1338],1.0,195.0,00:00:18,18.198093753308054,0.0071393070825061
Process Graph Metrics,with_noise_10,log_84_1687182047,0.005,200,600,[1531],[1338],1.0,193.0,00:00:13,13.922258590348063,0.00546185115353
Process Graph Metrics,without_noise,log_84_1687182047,0.005,200,700,"[757, 1507]",[1338],0.6666666666666666,169.0,00:00:01,1.35607145819813,0.0005320013566881
Process Graph Metrics,with_noise_10,log_84_1687182047,0.005,300,400,[],[1338],,,00:00:04,4.700106685049832,0.0018439021910748
Process Graph Metrics,without_noise,log_84_1687182047,0.005,300,600,[1488],[1338],1.0,150.0,00:00:07,7.422433828935027,0.002911900285969
Process Graph Metrics,with_noise_10,log_84_1687182047,0.005,300,700,[1531],[1338],1.0,193.0,00:00:06,6.049750532023609,0.0023733819270394
Process Graph Metrics,with_noise_20,log_84_1687182047,0.005,400,400,[],[1338],,,00:00:03,3.4292197320610285,0.0013453196281133
Process Graph Metrics,with_noise_20,log_84_1687182047,0.005,400,500,[],[1338],,,00:00:20,20.53071222361177,0.0080544182909422
Process Graph Metrics,without_noise,log_84_1687182047,0.005,400,700,"[731, 1460]",[1338],0.6666666666666666,122.0,00:00:01,1.797740793786943,0.0007052729673546
Process Graph Metrics,with_noise_20,log_84_1687182047,0.05,100,400,[],[1338],,,00:00:03,3.72707246337086,0.0014621704446335
Process Graph Metrics,with_noise_10,log_84_1687182047,0.05,100,500,[1478],[1338],1.0,140.0,00:00:02,2.0737246833741665,0.0008135444030498
Process Graph Metrics,with_noise_20,log_84_1687182047,0.05,100,600,[1528],[1338],1.0,190.0,00:00:16,16.46726814098656,0.0064602856575074
Process Graph Metrics,without_noise,log_84_1687182047,0.05,200,400,"[1396, 1992]",[1338],0.6666666666666666,58.0,00:00:04,4.660106985829771,0.0018282098806707
Process Graph Metrics,with_noise_20,log_84_1687182047,0.05,200,500,[1502],[1338],1.0,164.0,00:00:06,6.129542413167656,0.0024046851365899
Process Graph Metrics,without_noise,log_84_1687182047,0.05,200,600,"[750, 1500]",[1338],0.6666666666666666,162.0,00:00:01,1.0074083637446165,0.0003952170905235
Process Graph Metrics,with_noise_20,log_84_1687182047,0.05,200,700,[1519],[1338],1.0,181.0,00:00:15,15.849148052744567,0.006217790526773
Process Graph Metrics,with_noise_10,log_84_1687182047,0.05,300,400,"[1416, 1996]",[1338],0.6666666666666666,78.0,00:00:02,2.3285454232245684,0.0009135133084443
Process Graph Metrics,with_noise_20,log_84_1687182047,0.05,300,500,[1502],[1338],1.0,164.0,00:00:05,5.733193035237491,0.0022491930306934
Process Graph Metrics,without_noise,log_84_1687182047,0.05,300,600,"[817, 1507]",[1338],0.6666666666666666,169.0,00:00:01,1.5093759801238775,0.0005921443625436
Process Graph Metrics,with_noise_20,log_84_1687182047,0.05,400,400,[],[1338],,,00:00:03,3.163498588837683,0.0012410743777315
Process Graph Metrics,without_noise,log_84_1687182047,0.05,400,600,"[720, 1440]",[1338],0.6666666666666666,102.0,00:00:00,0.4902806272730231,0.0001923423410251
Process Graph Metrics,with_noise_10,log_84_1687182047,0.1,100,400,"[1416, 1996]",[1338],0.6666666666666666,78.0,00:00:02,2.902276085689664,0.001138593992032
Process Graph Metrics,without_noise,log_84_1687182047,0.1,100,500,"[260, 635, 2004, 2454]",[1338],,,00:00:01,1.413934892974794,0.0005547018018732
Process Graph Metrics,with_noise_10,log_84_1687182047,0.1,100,700,[1440],[1338],1.0,102.0,00:00:04,4.466272825375199,0.0017521666635446
Process Graph Metrics,with_noise_20,log_84_1687182047,0.1,200,400,[],[1338],,,00:00:03,3.514576652087271,0.0013788060620193
Process Graph Metrics,with_noise_10,log_84_1687182047,0.1,200,500,[1474],[1338],1.0,136.0,00:00:02,2.393964806571603,0.0009391780331783
Process Graph Metrics,without_noise,log_84_1687182047,0.1,300,400,"[1017, 1429]",[1338],0.6666666666666666,91.0,00:00:04,4.978410507552326,0.0019530837612994
Process Graph Metrics,with_noise_20,log_84_1687182047,0.1,300,500,[1491],[1338],1.0,153.0,00:00:05,5.168722232803702,0.0020277450893698
Process Graph Metrics,with_noise_10,log_84_1687182047,0.1,300,600,[1490],[1338],1.0,152.0,00:00:10,10.405312936753036,0.004082115706847
Process Graph Metrics,with_noise_10,log_84_1687182047,0.1,300,700,[1440],[1338],1.0,102.0,00:00:08,8.301723141223192,0.0032568549004406
Process Graph Metrics,without_noise,log_84_1687182047,0.1,400,400,"[1017, 1429]",[1338],0.6666666666666666,91.0,00:00:04,4.852635519579053,0.001903740886457
Process Graph Metrics,without_noise,log_84_1687182047,0.1,400,500,"[720, 1440, 2453]",[1338],0.5,102.0,00:00:02,2.738214277662337,0.0010742307876274
Process Graph Metrics,with_noise_20,log_84_1687182047,0.1,400,600,[1528],[1338],1.0,190.0,00:00:16,16.13125100173056,0.0063284625350061
Process Graph Metrics,without_noise,log_84_1687182047,0.1,400,700,"[720, 1440]",[1338],0.6666666666666666,102.0,00:00:00,0.8971987003460526,0.0003519806592177
Process Graph Metrics,with_noise_10,log_85_1687182048,0.0001,100,400,[1442],"[1308, 1543]",0.6666666666666666,101.0,00:00:34,34.90396533720195,0.0134972797127617
Process Graph Metrics,with_noise_20,log_85_1687182048,0.0001,100,700,[1446],"[1308, 1543]",0.6666666666666666,97.0,00:01:10,70.4346506986767,0.0272369105563328
Process Graph Metrics,with_noise_20,log_85_1687182048,0.0001,200,400,[1446],"[1308, 1543]",0.6666666666666666,97.0,00:00:41,41.41661200020462,0.0160157045631108
Process Graph Metrics,with_noise_10,log_85_1687182048,0.0001,200,500,[1422],"[1308, 1543]",0.6666666666666666,114.0,00:02:44,164.2598441587761,0.0635188879190936
Process Graph Metrics,with_noise_20,log_85_1687182048,0.0001,200,600,[1449],"[1308, 1543]",0.6666666666666666,94.0,00:01:11,71.72733657434583,0.0277367890852072
Process Graph Metrics,without_noise,log_85_1687182048,0.0001,200,700,[1463],"[1308, 1543]",0.6666666666666666,80.0,00:00:37,37.33963357564062,0.0144391467809901
Process Graph Metrics,without_noise,log_85_1687182048,0.0001,300,400,[1460],"[1308, 1543]",0.6666666666666666,83.0,00:00:31,31.99994616676122,0.0123743024620113
Process Graph Metrics,without_noise,log_85_1687182048,0.0001,300,600,[1481],"[1308, 1543]",0.6666666666666666,62.0,00:00:44,44.35586074925959,0.0171523050074476
Process Graph Metrics,with_noise_10,log_85_1687182048,0.0001,300,700,[1444],"[1308, 1543]",0.6666666666666666,99.0,00:00:42,42.94686829019338,0.0166074510016215
Process Graph Metrics,without_noise,log_85_1687182048,0.0001,400,400,[1460],"[1308, 1543]",0.6666666666666666,83.0,00:00:36,36.1545935831964,0.0139808946570751
Process Graph Metrics,with_noise_20,log_85_1687182048,0.0001,400,500,[1423],"[1308, 1543]",0.6666666666666666,115.0,00:00:21,21.713142291642725,0.0083964200663738
Process Graph Metrics,without_noise,log_85_1687182048,0.0001,400,600,[1481],"[1308, 1543]",0.6666666666666666,62.0,00:00:41,41.983017162419856,0.0162347320813688
Process Graph Metrics,without_noise,log_85_1687182048,0.0001,400,700,[1463],"[1308, 1543]",0.6666666666666666,80.0,00:00:31,31.834729697555304,0.01231041364948
Process Graph Metrics,without_noise,log_85_1687182048,0.005,100,400,[1430],"[1308, 1543]",0.6666666666666666,113.0,00:01:19,79.49983512237668,0.0307423956389701
Process Graph Metrics,with_noise_10,log_85_1687182048,0.005,100,600,[1440],"[1308, 1543]",0.6666666666666666,103.0,00:00:54,54.29795312322676,0.0209968882920443
Process Graph Metrics,with_noise_20,log_85_1687182048,0.005,100,700,[1440],"[1308, 1543]",0.6666666666666666,103.0,00:01:04,64.94331181701273,0.0251134229764163
Process Graph Metrics,without_noise,log_85_1687182048,0.005,200,400,[1430],"[1308, 1543]",0.6666666666666666,113.0,00:01:19,79.41652689967304,0.0307101805489841
Process Graph Metrics,without_noise,log_85_1687182048,0.005,200,500,[1430],"[1308, 1543]",0.6666666666666666,113.0,00:00:20,20.80460765771568,0.0080450919016688
Process Graph Metrics,without_noise,log_85_1687182048,0.005,200,600,[1458],"[1308, 1543]",0.6666666666666666,85.0,00:00:36,36.00639991462231,0.0139235885207356
Process Graph Metrics,with_noise_20,log_85_1687182048,0.005,200,700,[1440],"[1308, 1543]",0.6666666666666666,103.0,00:01:05,65.1667125923559,0.0251998115206326
Process Graph Metrics,without_noise,log_85_1687182048,0.005,300,400,[1430],"[1308, 1543]",0.6666666666666666,113.0,00:01:22,82.66960973851383,0.031968139883416
Process Graph Metrics,with_noise_10,log_85_1687182048,0.005,400,500,[1393],"[1308, 1543]",0.6666666666666666,85.0,00:00:14,14.667810435406864,0.0056720071289276
Process Graph Metrics,with_noise_10,log_85_1687182048,0.005,400,700,[1404],"[1308, 1543]",0.6666666666666666,96.0,00:02:33,153.4128198120743,0.0593243696102375
Process Graph Metrics,with_noise_20,log_85_1687182048,0.05,100,400,[1388],"[1308, 1543]",0.6666666666666666,80.0,00:01:54,114.21627219300716,0.0441671586206524
Process Graph Metrics,with_noise_20,log_85_1687182048,0.05,100,500,[1388],"[1308, 1543]",0.6666666666666666,80.0,00:01:06,66.21745079103857,0.0256061294628919
Process Graph Metrics,without_noise,log_85_1687182048,0.05,200,400,[1423],"[1308, 1543]",0.6666666666666666,115.0,00:01:23,83.20015155151486,0.0321732991305161
Process Graph Metrics,with_noise_20,log_85_1687182048,0.05,200,500,[1388],"[1308, 1543]",0.6666666666666666,80.0,00:01:00,60.13559019751847,0.0232542885527913
Process Graph Metrics,with_noise_10,log_85_1687182048,0.05,200,600,"[1416, 2069]","[1308, 1543]",0.5,108.0,00:00:59,59.72423545643687,0.0230952186606484
Process Graph Metrics,with_noise_10,log_85_1687182048,0.05,300,400,"[1388, 1705]","[1308, 1543]",1.0,121.0,00:01:28,88.28024046774954,0.0341377573347832
Process Graph Metrics,with_noise_10,log_85_1687182048,0.05,300,500,[1388],"[1308, 1543]",0.6666666666666666,80.0,00:00:13,13.102066109888256,0.0050665375521609
Process Graph Metrics,with_noise_10,log_85_1687182048,0.05,300,600,"[1416, 2069]","[1308, 1543]",0.5,108.0,00:00:59,59.409946261905134,0.0229736837826392
Process Graph Metrics,with_noise_20,log_85_1687182048,0.05,300,700,"[1359, 1899]","[1308, 1543]",0.5,51.0,00:00:34,34.48178933467716,0.013334025264763
Process Graph Metrics,with_noise_20,log_85_1687182048,0.05,400,400,[1388],"[1308, 1543]",0.6666666666666666,80.0,00:02:16,136.89540692977607,0.0529371256495653
Process Graph Metrics,with_noise_20,log_85_1687182048,0.05,400,500,[1388],"[1308, 1543]",0.6666666666666666,80.0,00:01:03,63.96972460206598,0.0247369391345962
Process Graph Metrics,with_noise_10,log_85_1687182048,0.05,400,600,"[1416, 2069]","[1308, 1543]",0.5,108.0,00:01:02,62.63742590788752,0.024221742423777
Process Graph Metrics,with_noise_10,log_85_1687182048,0.05,400,700,"[1385, 1925]","[1308, 1543]",0.5,77.0,00:00:23,23.18694618344307,0.0089663364978511
Process Graph Metrics,without_noise,log_85_1687182048,0.1,100,400,"[1422, 1872]","[1308, 1543]",0.5,114.0,00:01:19,79.18467628955841,0.0306205244739205
Process Graph Metrics,with_noise_10,log_85_1687182048,0.1,100,500,"[1388, 1705]","[1308, 1543]",1.0,121.0,00:00:17,17.982170508243144,0.0069536622228318
Process Graph Metrics,with_noise_10,log_85_1687182048,0.1,100,700,"[1382, 1922]","[1308, 1543]",0.5,74.0,00:00:46,46.65883325785399,0.0180428589550866
Process Graph Metrics,with_noise_20,log_85_1687182048,0.1,200,500,"[1388, 1705]","[1308, 1543]",1.0,121.0,00:00:24,24.753778502345085,0.0095722267990506
Process Graph Metrics,without_noise,log_85_1687182048,0.1,200,700,[1446],"[1308, 1543]",0.6666666666666666,97.0,00:00:57,57.382945579476655,0.0221898474785292
Process Graph Metrics,without_noise,log_85_1687182048,0.1,300,600,"[1248, 1920]","[1308, 1543]",0.5,60.0,00:00:15,15.45979864243418,0.0059782670697734
Process Graph Metrics,without_noise,log_85_1687182048,0.1,400,400,"[1422, 1872]","[1308, 1543]",0.5,114.0,00:01:17,77.11249503586441,0.0298192169512236
Process Graph Metrics,with_noise_20,log_85_1687182048,0.1,400,500,"[1388, 1705]","[1308, 1543]",1.0,121.0,00:00:23,23.97714490070939,0.0092719044472967
Process Graph Metrics,with_noise_20,log_85_1687182048,0.1,400,700,"[1358, 1898]","[1308, 1543]",0.5,50.0,00:00:40,40.89484385494143,0.0158139380722898
Process Graph Metrics,with_noise_20,log_86_1687182053,0.0001,100,500,[1122],[931],1.0,191.0,00:00:05,5.790652064606547,0.0033725405152047
Process Graph Metrics,with_noise_10,log_86_1687182053,0.0001,100,600,[988],[931],1.0,57.0,00:00:01,1.7867937060073018,0.0010406486348324
Process Graph Metrics,with_noise_10,log_86_1687182053,0.0001,100,700,[1095],[931],1.0,164.0,00:00:12,12.21115907933563,0.0071119155965845
Process Graph Metrics,with_noise_10,log_86_1687182053,0.0001,200,500,[1014],[931],1.0,83.0,00:00:03,3.671608141623437,0.0021383856386857
Process Graph Metrics,without_noise,log_86_1687182053,0.0001,200,600,[1050],[931],1.0,119.0,00:00:00,0.7661146894097328,0.0004461937620324
Process Graph Metrics,with_noise_10,log_86_1687182053,0.0001,200,700,[1085],[931],1.0,154.0,00:00:12,12.974670727737248,0.0075565933184258
Process Graph Metrics,with_noise_10,log_86_1687182053,0.0001,300,400,[],[931],,,00:00:04,4.82257595192641,0.0028087221618674
Process Graph Metrics,without_noise,log_86_1687182053,0.0001,300,500,[1051],[931],1.0,120.0,00:00:00,0.9759958600625396,0.0005684309027737
Process Graph Metrics,with_noise_20,log_86_1687182053,0.0001,300,600,[],[931],,,00:00:12,12.807651749812068,0.0074593195980268
Process Graph Metrics,with_noise_10,log_86_1687182053,0.0001,300,700,[1095],[931],1.0,164.0,00:00:11,11.144274992868304,0.0064905503744136
Process Graph Metrics,without_noise,log_86_1687182053,0.0001,400,400,[],[931],,,00:00:01,1.5416839439421892,0.0008978939685161
Process Graph Metrics,without_noise,log_86_1687182053,0.0001,400,500,[1051],[931],1.0,120.0,00:00:01,1.0247823530808091,0.0005968447018525
Process Graph Metrics,with_noise_10,log_86_1687182053,0.0001,400,600,[988],[931],1.0,57.0,00:00:01,1.3899349123239515,0.0008095136355992
Process Graph Metrics,with_noise_20,log_86_1687182053,0.0001,400,700,[1106],[931],1.0,175.0,00:00:18,18.672190468758345,0.0108748925269413
Process Graph Metrics,with_noise_10,log_86_1687182053,0.005,100,400,[1009],[931],1.0,78.0,00:00:04,4.3340893015265465,0.0025242220742728
Process Graph Metrics,with_noise_10,log_86_1687182053,0.005,100,600,[984],[931],1.0,53.0,00:00:01,1.5486375009641051,0.0009019437978824
Process Graph Metrics,with_noise_20,log_86_1687182053,0.005,200,400,[],[931],,,00:00:06,6.107284276746213,0.0035569506562295
Process Graph Metrics,without_noise,log_86_1687182053,0.005,200,500,"[1020, 1780]",[931],0.6666666666666666,89.0,00:00:02,2.530277862213552,0.0014736621212659
Process Graph Metrics,with_noise_10,log_86_1687182053,0.005,200,700,[1082],[931],1.0,151.0,00:00:12,12.143872085027397,0.0070727268986764
Process Graph Metrics,with_noise_20,log_86_1687182053,0.005,300,400,[],[931],,,00:00:04,4.457996871322393,0.0025963872284929
Process Graph Metrics,with_noise_10,log_86_1687182053,0.005,300,500,[1006],[931],1.0,75.0,00:00:03,3.1335760289803147,0.0018250297198487
Process Graph Metrics,with_noise_10,log_86_1687182053,0.005,300,600,[984],[931],1.0,53.0,00:00:01,1.3339365059509871,0.0007768995375369
Process Graph Metrics,without_noise,log_86_1687182053,0.005,300,700,[1094],[931],1.0,163.0,00:00:03,3.9544991683214894,0.0023031445360055
Process Graph Metrics,without_noise,log_86_1687182053,0.005,400,500,"[1020, 1780]",[931],0.6666666666666666,89.0,00:00:01,1.3679001489654183,0.00079668034302
Process Graph Metrics,with_noise_10,log_86_1687182053,0.005,400,600,[1069],[931],1.0,138.0,00:00:07,7.002843298949301,0.0040785342451655
Process Graph Metrics,with_noise_20,log_86_1687182053,0.005,400,700,[1075],[931],1.0,144.0,00:00:16,16.27511793654412,0.0094788106794083
Process Graph Metrics,with_noise_20,log_86_1687182053,0.05,100,400,[1054],[931],1.0,123.0,00:00:07,7.395376180298626,0.0043071497846817
Process Graph Metrics,with_noise_10,log_86_1687182053,0.05,100,600,[963],[931],1.0,32.0,00:00:02,2.774419373832643,0.0016158528676951
Process Graph Metrics,without_noise,log_86_1687182053,0.05,100,700,"[312, 997, 1408, 1819]",[931],0.4,66.0,00:00:00,0.3061265833675861,0.0001782915453509
Process Graph Metrics,with_noise_20,log_86_1687182053,0.05,200,400,[1054],[931],1.0,123.0,00:00:07,7.37856016587466,0.0042973559498396
Process Graph Metrics,with_noise_10,log_86_1687182053,0.05,200,500,"[982, 1796]",[931],0.6666666666666666,51.0,00:00:02,2.53979847766459,0.0014792070341669
Process Graph Metrics,without_noise,log_86_1687182053,0.05,200,600,"[300, 1026]",[931],0.6666666666666666,95.0,00:00:03,3.742366493679583,0.0021795960941639
Process Graph Metrics,with_noise_10,log_86_1687182053,0.05,300,400,"[1000, 1867]",[931],0.6666666666666666,69.0,00:00:04,4.031449324451387,0.0023479611674149
Process Graph Metrics,with_noise_10,log_86_1687182053,0.05,300,500,"[982, 1796]",[931],0.6666666666666666,51.0,00:00:02,2.315434353426099,0.0013485348593046
Process Graph Metrics,without_noise,log_86_1687182053,0.05,300,700,"[1075, 2010]",[931],0.6666666666666666,144.0,00:00:06,6.683091635815799,0.0038923073009993
Process Graph Metrics,with_noise_10,log_86_1687182053,0.05,400,500,"[982, 1796]",[931],0.6666666666666666,51.0,00:00:01,1.4037230173125863,0.0008175439821273
Process Graph Metrics,without_noise,log_86_1687182053,0.1,100,500,"[312, 997, 1408, 1819]",[931],0.4,66.0,00:00:00,0.5981662636622787,0.0003483787208283
Process Graph Metrics,with_noise_20,log_86_1687182053,0.1,100,600,[1067],[931],1.0,136.0,00:00:03,3.214266512542963,0.0018720247597804
Process Graph Metrics,with_noise_10,log_86_1687182053,0.1,100,700,[1050],[931],1.0,119.0,00:00:08,8.511899070814252,0.004957425201406
Process Graph Metrics,without_noise,log_86_1687182053,0.1,200,500,"[300, 1039, 1344, 1872]",[931],0.4,108.0,00:00:02,2.8523731799796224,0.0016612540360976
Process Graph Metrics,without_noise,log_86_1687182053,0.1,200,600,"[300, 1039, 1344, 1872]",[931],0.4,108.0,00:00:01,1.5578105878084898,0.0009072863062367
Process Graph Metrics,with_noise_10,log_86_1687182053,0.1,200,700,[1064],[931],1.0,133.0,00:00:10,10.662106771953404,0.0062097302108057
Process Graph Metrics,with_noise_20,log_86_1687182053,0.1,300,400,[1052],[931],1.0,121.0,00:00:07,7.110423358157277,0.0041411900746402
Process Graph Metrics,with_noise_20,log_86_1687182053,0.1,300,500,[1029],[931],1.0,98.0,00:00:04,4.789953708648682,0.0027897226025909
Process Graph Metrics,with_noise_10,log_86_1687182053,0.1,300,600,[956],[931],1.0,25.0,00:00:02,2.36941728182137,0.001379975120455
Process Graph Metrics,with_noise_10,log_86_1687182053,0.1,300,700,[1050],[931],1.0,119.0,00:00:08,8.350980626419187,0.0048637044999529
Process Graph Metrics,with_noise_10,log_86_1687182053,0.1,400,400,"[998, 1867]",[931],0.6666666666666666,67.0,00:00:02,2.080072173848748,0.0012114572940295
Process Graph Metrics,with_noise_10,log_87_1687182053,0.0001,100,400,"[1448, 3041, 3649]","[1385, 2862, 3527, 3777]",0.8571428571428571,121.33333333333331,00:00:16,16.91146599315107,0.0036964952990494
Process Graph Metrics,without_noise,log_87_1687182053,0.0001,100,500,"[1436, 3650]","[1385, 2862, 3527, 3777]",0.6666666666666666,87.0,00:00:28,28.239864417351782,0.0061726479600768
Process Graph Metrics,with_noise_20,log_87_1687182053,0.0001,100,600,"[1440, 3120, 3768]","[1385, 2862, 3527, 3777]",0.5714285714285715,32.0,00:00:12,12.876712009310722,0.0028145818599586
Process Graph Metrics,with_noise_10,log_87_1687182053,0.0001,200,400,"[1448, 3041, 3649]","[1385, 2862, 3527, 3777]",0.8571428571428571,121.33333333333331,00:00:13,13.235177585855126,0.0028929349914437
Process Graph Metrics,with_noise_10,log_87_1687182053,0.0001,200,500,"[1438, 3011, 3650]","[1385, 2862, 3527, 3777]",0.8571428571428571,108.33333333333331,00:00:11,11.841025361791251,0.0025882022648724
Process Graph Metrics,with_noise_10,log_87_1687182053,0.0001,200,600,"[1436, 3116, 3764]","[1385, 2862, 3527, 3777]",0.5714285714285715,32.0,00:00:20,20.89273120649159,0.0045667172036047
Process Graph Metrics,with_noise_10,log_87_1687182053,0.0001,200,700,"[1436, 3061, 3649]","[1385, 2862, 3527, 3777]",0.8571428571428571,124.0,00:00:16,16.676221568137407,0.0036450757525983
Process Graph Metrics,without_noise,log_87_1687182053,0.0001,300,500,"[1436, 3650]","[1385, 2862, 3527, 3777]",0.6666666666666666,87.0,00:00:27,27.293279834091663,0.0059657442260309
Process Graph Metrics,without_noise,log_87_1687182053,0.0001,300,600,"[1453, 2961, 3740]","[1385, 2862, 3527, 3777]",0.8571428571428571,68.0,00:00:33,33.56904808990657,0.0073374968502528
Process Graph Metrics,with_noise_10,log_87_1687182053,0.0001,300,700,"[1436, 3061, 3649]","[1385, 2862, 3527, 3777]",0.8571428571428571,124.0,00:00:14,14.598545379005373,0.0031909388806569
Process Graph Metrics,with_noise_10,log_87_1687182053,0.0001,400,400,"[1448, 3041, 3649]","[1385, 2862, 3527, 3777]",0.8571428571428571,121.33333333333331,00:00:16,16.964420988224447,0.0037080701613605
Process Graph Metrics,without_noise,log_87_1687182053,0.0001,400,500,"[1436, 3650]","[1385, 2862, 3527, 3777]",0.6666666666666666,87.0,00:00:28,28.60953236091882,0.0062534496963756
Process Graph Metrics,without_noise,log_87_1687182053,0.0001,400,600,"[1453, 2961, 3740]","[1385, 2862, 3527, 3777]",0.8571428571428571,68.0,00:00:28,28.174440808594227,0.0061583477177255
Process Graph Metrics,with_noise_20,log_87_1687182053,0.0001,400,700,"[1440, 3065, 3646]","[1385, 2862, 3527, 3777]",0.5714285714285715,87.0,00:00:16,16.787254786118865,0.0036693453084412
Process Graph Metrics,with_noise_10,log_87_1687182053,0.005,100,600,"[1433, 3113, 3761]","[1385, 2862, 3527, 3777]",0.5714285714285715,32.0,00:00:21,21.16960257291794,0.004627235535064
Process Graph Metrics,with_noise_10,log_87_1687182053,0.005,100,700,"[1433, 3058, 3646]","[1385, 2862, 3527, 3777]",0.8571428571428571,121.0,00:00:16,16.152423610910773,0.0035305843958274
Process Graph Metrics,with_noise_20,log_87_1687182053,0.005,200,400,"[1426, 3019, 3877]","[1385, 2862, 3527, 3777]",0.8571428571428571,99.33333333333331,00:00:12,12.70095322560519,0.0027761646394765
Process Graph Metrics,with_noise_10,log_87_1687182053,0.005,200,500,"[1436, 3009, 3646]","[1385, 2862, 3527, 3777]",0.8571428571428571,105.66666666666669,00:00:14,14.773192002438009,0.0032291130059973
Process Graph Metrics,without_noise,log_87_1687182053,0.005,200,600,"[1437, 2959, 3738]","[1385, 2862, 3527, 3777]",0.8571428571428571,62.66666666666666,00:00:33,33.993935737758875,0.0074303684672696
Process Graph Metrics,with_noise_10,log_87_1687182053,0.005,300,400,"[1431, 3024, 3646]","[1385, 2862, 3527, 3777]",0.8571428571428571,109.0,00:00:14,14.537555282004178,0.0031776077119134
Process Graph Metrics,with_noise_20,log_87_1687182053,0.005,300,500,"[1425, 2899, 3646]","[1385, 2862, 3527, 3777]",0.8571428571428571,65.33333333333333,00:00:17,17.669061635620892,0.0038620899749991
Process Graph Metrics,with_noise_10,log_87_1687182053,0.005,300,700,"[1433, 3058, 3646]","[1385, 2862, 3527, 3777]",0.8571428571428571,121.0,00:00:14,14.928488660603762,0.003263057630733
Process Graph Metrics,with_noise_20,log_87_1687182053,0.005,400,400,"[1426, 3019, 3877]","[1385, 2862, 3527, 3777]",0.8571428571428571,99.33333333333331,00:00:12,12.686909088864924,0.002773094882812
Process Graph Metrics,without_noise,log_87_1687182053,0.005,400,500,"[1433, 3647]","[1385, 2862, 3527, 3777]",0.6666666666666666,84.0,00:00:21,21.78953152801841,0.0047627391318073
Process Graph Metrics,without_noise,log_87_1687182053,0.005,400,600,"[1437, 2959, 3738]","[1385, 2862, 3527, 3777]",0.8571428571428571,62.66666666666666,00:00:35,35.65475186519325,0.0077933883858345
Process Graph Metrics,with_noise_20,log_87_1687182053,0.05,100,400,"[1423, 3013, 3868]","[1385, 2862, 3527, 3777]",0.8571428571428571,93.33333333333331,00:00:13,13.006766081787646,0.0028430089796257
Process Graph Metrics,with_noise_10,log_87_1687182053,0.05,100,500,"[1433, 3006, 3646]","[1385, 2862, 3527, 3777]",0.8571428571428571,103.66666666666669,00:00:14,14.470942038111389,0.0031630474400243
Process Graph Metrics,without_noise,log_87_1687182053,0.05,100,600,"[1434, 3093, 3628]","[1385, 2862, 3527, 3777]",0.5714285714285715,75.0,00:00:18,18.23275995347649,0.0039853027220713
Process Graph Metrics,with_noise_10,log_87_1687182053,0.05,100,700,"[1426, 3051, 3643]","[1385, 2862, 3527, 3777]",0.8571428571428571,115.33333333333331,00:00:16,16.738906087353826,0.0036587772868532
Process Graph Metrics,with_noise_10,log_87_1687182053,0.05,200,400,"[1427, 3020, 3645]","[1385, 2862, 3527, 3777]",0.8571428571428571,106.0,00:00:17,17.004551565274596,0.0037168418721911
Process Graph Metrics,without_noise,log_87_1687182053,0.05,200,500,"[1423, 3083, 3698]","[1385, 2862, 3527, 3777]",0.5714285714285715,58.5,00:00:08,8.384190370328724,0.0018326099170117
Process Graph Metrics,with_noise_10,log_87_1687182053,0.05,200,700,"[1426, 3051, 3643]","[1385, 2862, 3527, 3777]",0.8571428571428571,115.33333333333331,00:00:15,15.597511804662645,0.0034092921977404
Process Graph Metrics,with_noise_20,log_87_1687182053,0.05,300,400,"[1423, 3013, 3868]","[1385, 2862, 3527, 3777]",0.8571428571428571,93.33333333333331,00:00:06,6.341950653120875,0.0013862187219936
Process Graph Metrics,without_noise,log_87_1687182053,0.05,300,500,"[1423, 3083, 3698]","[1385, 2862, 3527, 3777]",0.5714285714285715,58.5,00:00:07,7.297718862071633,0.0015951298059172
Process Graph Metrics,with_noise_10,log_87_1687182053,0.05,300,600,"[1426, 3106, 3754]","[1385, 2862, 3527, 3777]",0.5714285714285715,32.0,00:00:21,21.164206220768392,0.0046260560045395
Process Graph Metrics,without_noise,log_87_1687182053,0.05,400,400,"[1424, 3629]","[1385, 2862, 3527, 3777]",0.6666666666666666,70.5,00:00:19,19.405622323974967,0.0042416660817431
