Algorithm,Log Source,Log,Window Size,SW Step Size,Detected Changepoints,Actual Changepoints for Log,F1-Score,Average Lag,Duration,Duration (Seconds),Seconds per Case
Bose WC,with_noise_10,log_47_1687181994,600,2,[1664],"[1076, 1388]",,,00:06:16,376.3824523380026,0.1501326096282419
Bose J,with_noise_20,log_48_1687181998,100,2,[1140],"[1144, 2359, 2666, 3482, 3756]",0.3333333333333333,4.0,00:01:36,96.63327212817968,0.0225147418751583
Bose WC,with_noise_20,log_48_1687181998,100,2,[1154],"[1144, 2359, 2666, 3482, 3756]",0.3333333333333333,10.0,00:01:38,98.39039674960075,0.0229241371737187
Bose J,with_noise_20,log_48_1687181998,200,2,"[1152, 2438, 3590]","[1144, 2359, 2666, 3482, 3756]",0.7499999999999999,65.0,00:01:46,106.16024490166456,0.0247344466220094
Bose WC,with_noise_20,log_48_1687181998,200,2,"[1152, 2438, 3576]","[1144, 2359, 2666, 3482, 3756]",0.7499999999999999,60.333333333333336,00:02:07,127.85396192967892,0.0297889007291889
Bose J,with_noise_20,log_48_1687181998,300,2,"[1252, 2380, 3642]","[1144, 2359, 2666, 3482, 3756]",0.7499999999999999,81.0,00:02:12,132.8135540029034,0.0309444440826895
Bose WC,with_noise_20,log_48_1687181998,300,2,"[1180, 2388, 3538]","[1144, 2359, 2666, 3482, 3756]",0.7499999999999999,40.333333333333336,00:02:39,159.0625021243468,0.037060228826735
Bose J,without_noise,log_48_1687181998,400,2,"[1252, 2534, 3560]","[1144, 2359, 2666, 3482, 3756]",0.7499999999999999,106.0,00:02:12,132.55336268804967,0.0308838216887347
Bose WC,without_noise,log_48_1687181998,400,2,"[992, 2466, 3776]","[1144, 2359, 2666, 3482, 3756]",0.7499999999999999,93.0,00:02:22,142.6557622551918,0.0332375960520018
Bose J,with_noise_10,log_48_1687181998,600,2,"[992, 2394]","[1144, 2359, 2666, 3482, 3756]",0.5714285714285715,93.5,00:02:41,161.9016488417983,0.0377217261979958
Bose WC,with_noise_10,log_48_1687181998,600,2,"[1152, 2394]","[1144, 2359, 2666, 3482, 3756]",0.5714285714285715,21.5,00:03:22,202.51149884983897,0.0471834806267099
Bose J,without_noise,log_49_1687181999,100,2,"[646, 686, 726, 766, 806, 846]","[605, 889]",0.5,42.0,00:00:15,15.88191809412092,0.0086314772250657
Bose WC,without_noise,log_49_1687181999,100,2,"[646, 686, 726, 766, 806, 846]","[605, 889]",0.5,42.0,00:00:14,14.717295749112964,0.0079985302984309
Bose J,with_noise_20,log_49_1687181999,200,2,[764],"[605, 889]",0.6666666666666666,125.0,00:00:21,21.36978684272617,0.0116140145884381
Bose WC,with_noise_20,log_49_1687181999,200,2,[678],"[605, 889]",0.6666666666666666,73.0,00:00:23,23.193528226576746,0.0126051783840091
Bose J,with_noise_10,log_49_1687181999,300,2,[726],"[605, 889]",0.6666666666666666,121.0,00:00:22,22.29441687744111,0.0121165309116527
Bose WC,with_noise_10,log_49_1687181999,300,2,[454],"[605, 889]",0.6666666666666666,151.0,00:00:21,21.0152230784297,0.0114213168904509
Bose J,with_noise_10,log_49_1687181999,400,2,[],"[605, 889]",,,00:00:22,22.97115026600659,0.0124843207967427
Bose WC,with_noise_10,log_49_1687181999,400,2,[],"[605, 889]",,,00:00:32,32.31615224853158,0.017563126222028
Bose J,without_noise,log_49_1687181999,500,2,[],"[605, 889]",,,00:00:21,21.16265011858195,0.011501440281838
Bose WC,without_noise,log_49_1687181999,500,2,[],"[605, 889]",,,00:00:12,12.42997522186488,0.0067554213162309
Bose J,with_noise_20,log_49_1687181999,600,2,[],"[605, 889]",,,00:00:19,19.97528667189181,0.0108561340608107
Bose WC,with_noise_20,log_49_1687181999,600,2,[],"[605, 889]",,,00:00:23,23.81055964063853,0.0129405215438252
Bose J,with_noise_20,log_4_1687181921,100,2,[],"[1313, 1543]",,,00:00:28,28.79854501690716,0.0109292390956004
Bose WC,with_noise_20,log_4_1687181921,100,2,[],"[1313, 1543]",,,00:00:29,29.3879009578377,0.0111529035893122
Bose J,with_noise_20,log_4_1687181921,200,2,[1514],"[1313, 1543]",0.6666666666666666,29.0,00:00:33,33.14333148486912,0.0125781144155101
Bose WC,with_noise_20,log_4_1687181921,200,2,[1378],"[1313, 1543]",0.6666666666666666,65.0,00:00:36,36.811668714508414,0.0139702727569291
Bose J,with_noise_10,log_4_1687181921,400,2,"[876, 1578]","[1313, 1543]",0.5,35.0,00:00:28,28.936252900399268,0.0109815001519541
Bose WC,with_noise_10,log_4_1687181921,400,2,[1322],"[1313, 1543]",0.6666666666666666,9.0,00:00:51,51.9772076709196,0.0197256955107854
Bose J,with_noise_20,log_50_1687182000,100,2,[],"[1406, 1636, 2269, 2506, 3766]",,,00:04:48,288.16792807821184,0.0549205123076447
Bose WC,with_noise_20,log_50_1687182000,100,2,[],"[1406, 1636, 2269, 2506, 3766]",,,00:05:16,316.2791357068345,0.0602780895191222
Bose J,with_noise_20,log_50_1687182000,200,2,"[3742, 4410]","[1406, 1636, 2269, 2506, 3766]",0.2857142857142857,24.0,00:06:20,380.2813411727548,0.0724759560077672
Bose WC,with_noise_20,log_50_1687182000,200,2,"[3660, 4410]","[1406, 1636, 2269, 2506, 3766]",0.2857142857142857,106.0,00:06:22,382.8411300396547,0.0729638136153334
Bose J,with_noise_10,log_50_1687182000,400,2,"[1200, 2226, 3660]","[1406, 1636, 2269, 2506, 3766]",0.5,74.5,00:08:06,486.7178409714252,0.0927611665659281
Bose WC,with_noise_10,log_50_1687182000,400,2,"[1204, 2180, 3660]","[1406, 1636, 2269, 2506, 3766]",0.5,97.5,00:10:20,620.3417417155579,0.1182278905499443
Bose J,without_noise,log_50_1687182000,500,2,"[636, 1162, 2226, 3672]","[1406, 1636, 2269, 2506, 3766]",0.4444444444444445,68.5,00:07:16,436.82962288241833,0.0832532157199196
Bose WC,without_noise,log_50_1687182000,500,2,"[1162, 2226, 3672]","[1406, 1636, 2269, 2506, 3766]",0.5,68.5,00:08:10,490.92507474310696,0.0935630026192313
Bose J,without_noise,log_50_1687182000,600,2,"[2304, 3660]","[1406, 1636, 2269, 2506, 3766]",0.5714285714285715,70.5,00:06:51,411.7404376929626,0.0784715909458667
Bose WC,without_noise,log_50_1687182000,600,2,[3660],"[1406, 1636, 2269, 2506, 3766]",0.3333333333333333,106.0,00:09:46,586.0455206530169,0.1116915419578839
Bose J,without_noise,log_51_1687182003,200,2,[816],[882],1.0,66.0,00:02:01,121.74145670328288,0.0513460382552859
Bose WC,without_noise,log_51_1687182003,200,2,[882],[882],1.0,0.0,00:02:21,141.90452420338988,0.0598500734725389
Bose J,without_noise,log_51_1687182003,400,2,"[848, 1592]",[882],0.6666666666666666,34.0,00:02:14,134.45116231776774,0.0567065214330526
Bose WC,without_noise,log_51_1687182003,400,2,[866],[882],1.0,16.0,00:02:21,141.16483917832377,0.0595381017200859
Bose J,with_noise_20,log_51_1687182003,500,2,"[782, 1592]",[882],0.6666666666666666,100.0,00:03:11,191.39311900362367,0.0807225301575806
Bose WC,with_noise_20,log_51_1687182003,500,2,[880],[882],1.0,2.0,00:03:55,235.46946216840297,0.0993122995227342
Bose J,with_noise_20,log_51_1687182003,600,2,[],[882],,,00:03:36,216.9804400810972,0.0915143146693788
Bose WC,with_noise_20,log_51_1687182003,600,2,[],[882],,,00:04:07,247.49463317543268,0.1043840713519328
Bose J,without_noise,log_52_1687182004,100,2,[1420],"[1221, 1560]",0.6666666666666666,140.0,00:00:26,26.626454573124647,0.0090473851760532
Bose WC,without_noise,log_52_1687182004,100,2,[],"[1221, 1560]",,,00:00:27,27.62397462315857,0.0093863318461293
Bose J,with_noise_20,log_52_1687182004,200,2,[1396],"[1221, 1560]",0.6666666666666666,164.0,00:00:36,36.13065079879016,0.0122768096496058
Bose WC,with_noise_20,log_52_1687182004,200,2,[1396],"[1221, 1560]",0.6666666666666666,164.0,00:00:36,36.17743366397917,0.0122927059680527
Bose J,without_noise,log_52_1687182004,300,2,"[508, 1356]","[1221, 1560]",0.5,135.0,00:00:22,22.33850126899779,0.0075903843931355
Bose WC,without_noise,log_52_1687182004,300,2,[1356],"[1221, 1560]",0.6666666666666666,135.0,00:00:22,22.833117310889065,0.0077584496469211
Bose J,without_noise,log_52_1687182004,600,2,[1572],"[1221, 1560]",0.6666666666666666,12.0,00:00:34,34.385237919166684,0.0116837369755918
Bose WC,without_noise,log_52_1687182004,600,2,[1366],"[1221, 1560]",0.6666666666666666,145.0,00:00:29,29.777716364711523,0.0101181503108092
Bose J,with_noise_20,log_53_1687182005,100,2,[],"[1024, 1283]",,,00:00:51,51.74104979354888,0.0216761834074356
Bose WC,with_noise_20,log_53_1687182005,100,2,[],"[1024, 1283]",,,00:00:45,45.51544407941401,0.0190680536570649
Bose J,with_noise_10,log_53_1687182005,300,2,[1060],"[1024, 1283]",0.6666666666666666,36.0,00:01:05,65.64732685498893,0.0275020221428525
Bose WC,with_noise_10,log_53_1687182005,300,2,[],"[1024, 1283]",,,00:01:15,75.9380021514371,0.0318131554886623
Bose J,with_noise_10,log_53_1687182005,400,2,[1170],"[1024, 1283]",0.6666666666666666,113.0,00:01:19,79.62317820638418,0.0333570080462439
Bose WC,with_noise_10,log_53_1687182005,400,2,[1168],"[1024, 1283]",0.6666666666666666,115.0,00:01:27,87.83691616170108,0.0367980377719736
Bose J,without_noise,log_53_1687182005,500,2,[1230],"[1024, 1283]",0.6666666666666666,53.0,00:00:46,46.95656255073845,0.0196717899249009
Bose WC,without_noise,log_53_1687182005,500,2,[],"[1024, 1283]",,,00:00:43,43.22704578656703,0.0181093614522693
Bose J,with_noise_10,log_54_1687182005,100,2,"[1342, 2988, 3986]","[1171, 1523, 2987, 3886, 4123]",0.7499999999999999,90.66666666666669,00:01:08,68.20370449405164,0.0141442771659169
Bose WC,with_noise_10,log_54_1687182005,100,2,"[2988, 3984]","[1171, 1523, 2987, 3886, 4123]",0.5714285714285715,49.5,00:01:03,63.3134601470083,0.0131301244601842
Bose J,with_noise_20,log_54_1687182005,200,2,"[1374, 2986, 3404, 3956]","[1171, 1523, 2987, 3886, 4123]",0.6666666666666665,73.33333333333333,00:01:23,83.31445093732327,0.017277986507118
Bose WC,with_noise_20,log_54_1687182005,200,2,"[1376, 2988, 4020]","[1171, 1523, 2987, 3886, 4123]",0.7499999999999999,83.66666666666667,00:01:19,79.15070956666023,0.0164144980436873
Bose J,without_noise,log_54_1687182005,300,2,"[1348, 2986, 4068]","[1171, 1523, 2987, 3886, 4123]",0.7499999999999999,77.0,00:01:21,81.3797326842323,0.016876759163051
Bose WC,without_noise,log_54_1687182005,300,2,"[1234, 3044, 3966]","[1171, 1523, 2987, 3886, 4123]",0.7499999999999999,66.66666666666667,00:01:10,70.35492250416428,0.0145904028420083
Bose J,with_noise_10,log_54_1687182005,400,2,"[1288, 2118, 2992, 4092]","[1171, 1523, 2987, 3886, 4123]",0.6666666666666665,51.0,00:01:54,114.41275585256516,0.0237272409482715
Bose WC,with_noise_10,log_54_1687182005,400,2,"[1168, 2988, 3952]","[1171, 1523, 2987, 3886, 4123]",0.7499999999999999,23.33333333333333,00:02:27,147.0024584075436,0.0304857856506726
Bose J,with_noise_10,log_54_1687182005,500,2,"[1490, 2104, 2976]","[1171, 1523, 2987, 3886, 4123]",0.5,22.0,00:01:52,112.11505495477468,0.023250737236577
Bose WC,with_noise_10,log_54_1687182005,500,2,"[1200, 2920, 4020]","[1171, 1523, 2987, 3886, 4123]",0.7499999999999999,66.33333333333333,00:02:22,142.71323124598712,0.0295962735889645
Bose J,with_noise_20,log_54_1687182005,600,2,"[1320, 3096]","[1171, 1523, 2987, 3886, 4123]",0.5714285714285715,129.0,00:02:02,122.22078373003752,0.025346491856084
Bose WC,with_noise_20,log_54_1687182005,600,2,"[1314, 3008]","[1171, 1523, 2987, 3886, 4123]",0.5714285714285715,82.0,00:02:32,152.22808260004967,0.031569490377447
Bose J,without_noise,log_55_1687182006,200,2,[1264],"[1185, 1392]",0.6666666666666666,79.0,00:00:16,16.53817287273705,0.0060095104915468
Bose WC,without_noise,log_55_1687182006,200,2,[1290],"[1185, 1392]",0.6666666666666666,102.0,00:00:08,8.472304307855666,0.0030785989490754
Bose J,with_noise_20,log_55_1687182006,300,2,[1292],"[1185, 1392]",0.6666666666666666,100.0,00:00:19,19.552596343681216,0.0071048678574423
Bose WC,with_noise_20,log_55_1687182006,300,2,[1292],"[1185, 1392]",0.6666666666666666,100.0,00:00:22,22.99715544655919,0.0083565245081973
Bose J,with_noise_20,log_55_1687182006,400,2,"[1294, 1934]","[1185, 1392]",0.5,98.0,00:00:13,13.125283608213069,0.0047693617762402
Bose WC,with_noise_20,log_55_1687182006,400,2,[1330],"[1185, 1392]",0.6666666666666666,62.0,00:00:17,17.617469280026853,0.0064016966860562
Bose J,without_noise,log_55_1687182006,600,2,[1360],"[1185, 1392]",0.6666666666666666,32.0,00:00:18,18.15838967822492,0.0065982520633084
Bose WC,without_noise,log_55_1687182006,600,2,[1360],"[1185, 1392]",0.6666666666666666,32.0,00:00:16,16.028356238268316,0.0058242573540219
Bose J,with_noise_10,log_56_1687182007,100,2,[1212],"[999, 1336]",0.6666666666666666,124.0,00:01:28,88.83758431393653,0.0329760892033914
Bose WC,with_noise_10,log_56_1687182007,100,2,[],"[999, 1336]",,,00:01:27,87.93110324256122,0.0326396077366596
Bose J,with_noise_10,log_56_1687182007,400,2,[1266],"[999, 1336]",0.6666666666666666,70.0,00:02:05,125.62381791882216,0.0466309643351233
Bose WC,with_noise_10,log_56_1687182007,400,2,[1202],"[999, 1336]",0.6666666666666666,134.0,00:02:16,136.67819213215262,0.0507342955204723
Bose J,with_noise_20,log_56_1687182007,500,2,"[1164, 1666]","[999, 1336]",0.5,165.0,00:01:36,96.57202137261628,0.0358470754909488
Bose WC,with_noise_20,log_56_1687182007,500,2,[1164],"[999, 1336]",0.6666666666666666,165.0,00:02:19,139.2263594418764,0.0516801631187366
Bose J,with_noise_20,log_56_1687182007,600,2,[1168],"[999, 1336]",0.6666666666666666,168.0,00:02:01,121.05457486957312,0.0449348830250828
Bose WC,with_noise_20,log_56_1687182007,600,2,[1264],"[999, 1336]",0.6666666666666666,72.0,00:02:22,142.837885373272,0.0530207443850304
Bose J,with_noise_20,log_57_1687182008,100,2,"[2496, 4280]","[1216, 1576, 2324, 2698, 4174, 4390]",0.5,139.0,00:00:59,59.47433406766504,0.0105041211705519
Bose WC,with_noise_20,log_57_1687182008,100,2,"[1342, 4298]","[1216, 1576, 2324, 2698, 4174, 4390]",0.5,109.0,00:00:53,53.85522367991507,0.0095116961638846
Bose J,without_noise,log_57_1687182008,200,2,"[1372, 1416, 2496, 2524, 4280]","[1216, 1576, 2324, 2698, 4174, 4390]",0.9090909090909092,153.6,00:00:58,58.37707997206599,0.0103103285008947
Bose WC,without_noise,log_57_1687182008,200,2,"[1288, 1330, 1372, 1416, 1458, 1500, 2408, 2510, 2612, 4280]","[1216, 1576, 2324, 2698, 4174, 4390]",0.625,84.8,00:00:56,56.188561193645,0.0099238009879274
Bose J,with_noise_10,log_57_1687182008,400,2,"[1374, 2496, 4280]","[1216, 1576, 2324, 2698, 4174, 4390]",0.6666666666666666,145.33333333333334,00:01:42,102.85563945304602,0.0181659553961579
Bose WC,with_noise_10,log_57_1687182008,400,2,"[1366, 2340, 4316]","[1216, 1576, 2324, 2698, 4174, 4390]",0.6666666666666666,80.0,00:02:06,126.60599235538392,0.0223606485968533
Bose J,without_noise,log_57_1687182008,600,2,"[1374, 1414, 2496, 2524, 4280]","[1216, 1576, 2324, 2698, 4174, 4390]",0.9090909090909092,154.4,00:01:44,104.80864781048147,0.0185108879919607
Bose WC,without_noise,log_57_1687182008,600,2,"[1384, 2524, 4280]","[1216, 1576, 2324, 2698, 4174, 4390]",0.6666666666666666,149.33333333333334,00:00:56,56.28078180644661,0.0099400886270658
Bose J,with_noise_10,log_58_1687182010,100,2,[584],[566],1.0,18.0,00:00:16,16.39959936402738,0.0099031397125769
Bose WC,with_noise_10,log_58_1687182010,100,2,[584],[566],1.0,18.0,00:00:17,17.00298014935106,0.0102675000901878
Bose J,with_noise_10,log_58_1687182010,300,2,"[586, 778]",[566],0.6666666666666666,20.0,00:00:18,18.30648281890899,0.0110546393833991
Bose WC,with_noise_10,log_58_1687182010,300,2,[556],[566],1.0,10.0,00:00:24,24.38981925137341,0.0147281517218438
Bose J,without_noise,log_58_1687182010,400,2,[1186],[566],,,00:00:14,14.133440275676548,0.0085346861568095
Bose WC,without_noise,log_58_1687182010,400,2,[],[566],,,00:00:14,14.047506649047136,0.0084827938701975
Bose J,without_noise,log_58_1687182010,500,2,[],[566],,,00:00:12,12.606679643504322,0.0076127292533238
Bose WC,without_noise,log_58_1687182010,500,2,[],[566],,,00:00:11,11.596739197149873,0.0070028618340277
Bose J,without_noise,log_58_1687182010,600,2,[],[566],,,00:00:07,7.477449914440513,0.0045153683058215
Bose WC,without_noise,log_58_1687182010,600,2,[],[566],,,00:00:09,9.024181311018763,0.005449384849649
Bose J,with_noise_20,log_59_1687182010,100,2,"[2086, 2344, 3170]","[788, 1187, 2051, 3036, 3241]",0.5,53.0,00:03:18,198.58622402884063,0.0513939503180229
Bose WC,with_noise_20,log_59_1687182010,100,2,"[2100, 2344, 3296]","[788, 1187, 2051, 3036, 3241]",0.5,52.0,00:02:52,172.83450959343463,0.0447294279486114
Bose J,without_noise,log_59_1687182010,200,2,"[588, 926, 2092, 2298, 3136]","[788, 1187, 2051, 3036, 3241]",0.6,93.0,00:03:59,239.7750892918557,0.0620535945372297
Bose WC,without_noise,log_59_1687182010,200,2,"[588, 900, 2124, 2298, 3280]","[788, 1187, 2051, 3036, 3241]",0.6,74.66666666666667,00:03:50,230.70609821099788,0.0597065471560553
Bose J,with_noise_10,log_59_1687182010,500,2,"[960, 2344]","[788, 1187, 2051, 3036, 3241]",0.2857142857142857,172.0,00:04:47,287.1173930969089,0.0743057435551006
Bose WC,with_noise_10,log_59_1687182010,500,2,"[900, 2344]","[788, 1187, 2051, 3036, 3241]",0.2857142857142857,112.0,00:05:30,330.9429521346465,0.0856477619396083
Bose J,without_noise,log_59_1687182010,600,2,"[972, 2254]","[788, 1187, 2051, 3036, 3241]",0.2857142857142857,184.0,00:05:05,305.0503310114145,0.0789467730360803
Bose WC,without_noise,log_59_1687182010,600,2,"[882, 1144, 1986, 2268]","[788, 1187, 2051, 3036, 3241]",0.6666666666666665,67.33333333333333,00:05:23,323.05317177344114,0.0836058933161079
Bose J,without_noise,log_5_1687181922,100,2,[544],"[689, 980]",0.6666666666666666,145.0,00:01:21,81.16832260042429,0.0478304788452706
Bose WC,without_noise,log_5_1687181922,100,2,[],"[689, 980]",,,00:01:15,75.97065069712698,0.0447676197390259
Bose J,with_noise_20,log_5_1687181922,200,2,[766],"[689, 980]",0.6666666666666666,77.0,00:01:34,94.22662003710866,0.0555254095681253
Bose WC,with_noise_20,log_5_1687181922,200,2,[802],"[689, 980]",0.6666666666666666,113.0,00:01:40,100.89996622968464,0.0594578469237976
Bose J,with_noise_20,log_5_1687181922,300,2,[762],"[689, 980]",0.6666666666666666,73.0,00:01:40,100.3179325684905,0.0591148689266296
Bose WC,with_noise_20,log_5_1687181922,300,2,[762],"[689, 980]",0.6666666666666666,73.0,00:01:51,111.36554971709847,0.0656249556376537
Bose J,with_noise_20,log_5_1687181922,400,2,[758],"[689, 980]",0.6666666666666666,69.0,00:01:35,95.77080400288104,0.0564353588702893
Bose WC,with_noise_20,log_5_1687181922,400,2,[758],"[689, 980]",0.6666666666666666,69.0,00:01:54,114.07043929491192,0.0672188799616452
Bose J,with_noise_10,log_5_1687181922,500,2,[966],"[689, 980]",0.6666666666666666,14.0,00:01:13,73.24828401207924,0.0431633965893218
Bose WC,with_noise_10,log_5_1687181922,500,2,[],"[689, 980]",,,00:01:34,94.06392877362669,0.0554295396426792
Bose J,with_noise_10,log_5_1687181922,600,2,[966],"[689, 980]",0.6666666666666666,14.0,00:01:09,69.707480058074,0.0410768886612103
Bose WC,with_noise_10,log_5_1687181922,600,2,[],"[689, 980]",,,00:01:14,74.5903706420213,0.0439542549452099
Bose J,without_noise,log_60_1687182015,100,2,[694],[694],1.0,0.0,00:01:32,92.75029889307916,0.043647199479096
Bose WC,without_noise,log_60_1687182015,100,2,[696],[694],1.0,2.0,00:01:36,96.38691698107868,0.0453585491675664
Bose J,without_noise,log_60_1687182015,200,2,[698],[694],1.0,4.0,00:01:43,103.73814531229436,0.0488179507351973
Bose WC,without_noise,log_60_1687182015,200,2,[612],[694],1.0,82.0,00:01:52,112.1359082935378,0.0527698391969589
Bose J,without_noise,log_60_1687182015,400,2,"[692, 1234]",[694],0.6666666666666666,2.0,00:01:55,115.6227169726044,0.0544106903400491
Bose WC,without_noise,log_60_1687182015,400,2,"[658, 1230]",[694],0.6666666666666666,36.0,00:02:08,128.3947084788233,0.0604210392841521
Bose J,without_noise,log_61_1687182016,100,2,[],"[1128, 1415]",,,00:00:17,17.89638049621135,0.0069635721775141
Bose WC,without_noise,log_61_1687182016,100,2,[],"[1128, 1415]",,,00:00:17,17.029154329560697,0.0066261300893232
Bose J,with_noise_10,log_61_1687182016,200,2,"[470, 704]","[1128, 1415]",,,00:00:23,23.395696414634585,0.0091033838189239
Bose WC,with_noise_10,log_61_1687182016,200,2,[],"[1128, 1415]",,,00:00:27,27.169481036253277,0.0105717825043787
Bose J,with_noise_20,log_61_1687182016,300,2,"[466, 1022]","[1128, 1415]",0.5,106.0,00:00:24,24.17345354426652,0.0094060130522437
Bose WC,with_noise_20,log_61_1687182016,300,2,[],"[1128, 1415]",,,00:00:30,30.68242591992021,0.0119386871283736
Bose J,with_noise_20,log_61_1687182016,400,2,"[1072, 1408]","[1128, 1415]",1.0,31.5,00:00:18,18.068651889450848,0.0070306038480353
Bose WC,with_noise_20,log_61_1687182016,400,2,[1398],"[1128, 1415]",0.6666666666666666,17.0,00:00:36,36.219214878976345,0.014093079719446
Bose J,without_noise,log_61_1687182016,500,2,[],"[1128, 1415]",,,00:00:19,19.630561149679124,0.0076383506418984
Bose WC,without_noise,log_61_1687182016,500,2,[],"[1128, 1415]",,,00:00:20,20.623992698267102,0.0080248998825942
Bose J,with_noise_10,log_62_1687182017,200,2,[588],[540],1.0,48.0,00:00:54,54.150692413561046,0.033759783300225
Bose WC,with_noise_10,log_62_1687182017,200,2,[588],[540],1.0,48.0,00:00:51,51.80436135921627,0.0322969833910325
Bose J,with_noise_10,log_62_1687182017,300,2,[508],[540],1.0,32.0,00:00:54,54.85669152066112,0.0341999323694894
Bose WC,with_noise_10,log_62_1687182017,300,2,[554],[540],1.0,14.0,00:01:04,64.56550333462656,0.0402528075652285
Bose J,with_noise_20,log_62_1687182017,400,2,[],[540],,,00:00:51,51.68447700701654,0.0322222425230776
Bose WC,with_noise_20,log_62_1687182017,400,2,[],[540],,,00:00:53,53.77323295548558,0.033524459448557
Bose J,with_noise_20,log_62_1687182017,500,2,[],[540],,,00:00:45,45.287902045995,0.0282343528965056
Bose WC,with_noise_20,log_62_1687182017,500,2,[],[540],,,00:00:49,49.22341440897435,0.0306879142200588
Bose J,with_noise_10,log_63_1687182017,100,2,[],"[727, 968, 1760, 2588, 2871]",,,00:03:05,185.55409016553315,0.0436906263634408
Bose WC,with_noise_10,log_63_1687182017,100,2,[],"[727, 968, 1760, 2588, 2871]",,,00:03:04,184.29221686255187,0.0433935052654937
Bose J,with_noise_20,log_63_1687182017,200,2,"[472, 2870]","[727, 968, 1760, 2588, 2871]",0.2857142857142857,1.0,00:03:42,222.9190409472212,0.0524885898156866
Bose WC,with_noise_20,log_63_1687182017,200,2,[],"[727, 968, 1760, 2588, 2871]",,,00:04:24,264.108695846051,0.0621871193421358
Bose J,with_noise_10,log_63_1687182017,300,2,[504],"[727, 968, 1760, 2588, 2871]",,,00:04:39,279.5197905516252,0.0658158207091182
Bose WC,with_noise_10,log_63_1687182017,300,2,[],"[727, 968, 1760, 2588, 2871]",,,00:05:58,358.3740740986541,0.0843828759356378
Bose J,with_noise_20,log_63_1687182017,500,2,"[1120, 1694, 2792]","[727, 968, 1760, 2588, 2871]",0.7499999999999999,99.0,00:04:38,278.5419288966805,0.0655855730861032
Bose WC,with_noise_20,log_63_1687182017,500,2,[],"[727, 968, 1760, 2588, 2871]",,,00:05:57,357.83232147526,0.0842553146868989
Bose J,with_noise_10,log_63_1687182017,600,2,"[1152, 1546, 2822]","[727, 968, 1760, 2588, 2871]",0.5,116.5,00:06:11,371.1003465391696,0.0873794081796961
Bose WC,with_noise_10,log_63_1687182017,600,2,[],"[727, 968, 1760, 2588, 2871]",,,00:07:26,446.93170255608857,0.1052346839077204
Bose J,with_noise_10,log_64_1687182018,200,2,[],[1359],,,00:01:46,106.55088372994214,0.0539771447466778
Bose WC,with_noise_10,log_64_1687182018,200,2,[],[1359],,,00:02:03,123.4662538934499,0.062546227909549
Bose J,with_noise_20,log_64_1687182018,600,2,[],[1359],,,00:01:58,118.19637967273592,0.0598765854471813
Bose WC,with_noise_20,log_64_1687182018,600,2,[],[1359],,,00:02:02,122.01698015071452,0.0618120466822262
Bose J,with_noise_20,log_65_1687182020,100,2,[1502],"[909, 1496, 2099, 2410]",0.4,6.0,00:01:27,87.82407795358449,0.0287100614428193
Bose WC,with_noise_20,log_65_1687182020,100,2,"[894, 1502]","[909, 1496, 2099, 2410]",0.6666666666666666,10.5,00:01:26,86.17775304615498,0.0281718708879225
Bose J,without_noise,log_65_1687182020,200,2,"[906, 1510, 2358]","[909, 1496, 2099, 2410]",0.8571428571428571,23.0,00:01:30,90.3248249348253,0.029527566176798
Bose WC,without_noise,log_65_1687182020,200,2,"[960, 1510, 2358]","[909, 1496, 2099, 2410]",0.8571428571428571,39.0,00:01:26,86.47627238370478,0.0282694581182428
Bose J,with_noise_10,log_65_1687182020,300,2,"[884, 1516, 2204]","[909, 1496, 2099, 2410]",0.8571428571428571,50.0,00:01:50,110.6408341927454,0.0361689552771315
Bose WC,with_noise_10,log_65_1687182020,300,2,"[960, 1512, 2204]","[909, 1496, 2099, 2410]",0.8571428571428571,57.333333333333336,00:02:10,130.10154176410288,0.0425307426492654
Bose J,without_noise,log_65_1687182020,400,2,"[902, 1510, 2204]","[909, 1496, 2099, 2410]",0.8571428571428571,42.0,00:01:43,103.6442246614024,0.0338817341161825
Bose WC,without_noise,log_65_1687182020,400,2,[906],"[909, 1496, 2099, 2410]",0.4,3.0,00:01:39,99.73385193292052,0.0326034167809481
Bose J,with_noise_10,log_66_1687182022,100,2,[],"[846, 1221]",,,00:01:07,67.41043963376433,0.0389655720426383
Bose WC,with_noise_10,log_66_1687182022,100,2,[],"[846, 1221]",,,00:01:05,65.71817366033792,0.0379873836186924
Bose J,with_noise_10,log_66_1687182022,200,2,"[434, 1124]","[846, 1221]",0.5,97.0,00:01:09,69.39872081298381,0.0401148675219559
Bose WC,with_noise_10,log_66_1687182022,200,2,[],"[846, 1221]",,,00:01:18,78.58682975359261,0.0454259131523656
Bose J,with_noise_10,log_66_1687182022,300,2,[1050],"[846, 1221]",0.6666666666666666,171.0,00:00:56,56.53258846048266,0.0326777967979668
Bose WC,with_noise_10,log_66_1687182022,300,2,[],"[846, 1221]",,,00:01:27,87.62701263930649,0.0506514523926627
Bose J,with_noise_20,log_66_1687182022,400,2,[754],"[846, 1221]",0.6666666666666666,92.0,00:01:12,72.70387620758265,0.0420253619697009
Bose WC,with_noise_20,log_66_1687182022,400,2,[],"[846, 1221]",,,00:01:19,79.17735081352293,0.0457672548055045
Bose J,with_noise_10,log_66_1687182022,500,2,[],"[846, 1221]",,,00:01:04,64.8236388321966,0.0374703114636974
