Algorithm,Log Source,Log,P-Value,Min Adaptive Window,Max Adaptive Window,ADWIN Step Size,Detected Changepoints,Actual Changepoints for Log,F1-Score,Average Lag,Duration,Duration (Seconds),Seconds per Case
Martjushev ADWIN J,without_noise,log_77_1687182038,0.4,200,500,50,"[349, 1600, 2951, 4152]","[560, 1784, 3134]",0.5714285714285715,183.5,00:00:26,26.38521943986416,0.0058284116279797
Martjushev ADWIN J,with_noise_10,log_77_1687182038,0.4,200,600,20,"[379, 1660, 2521, 3462]","[560, 1784, 3134]",0.5714285714285715,152.5,00:00:35,35.93262238521129,0.0079374027800334
Martjushev ADWIN J,without_noise,log_77_1687182038,0.4,200,700,20,"[359, 1770, 2661, 3462]","[560, 1784, 3134]",0.2857142857142857,14.0,00:00:30,30.779988263733685,0.0067992021788676
Martjushev ADWIN J,without_noise,log_77_1687182038,0.4,300,400,20,"[359, 1720, 3001, 4042]","[560, 1784, 3134]",0.5714285714285715,98.5,00:00:30,30.4332573171705,0.0067226104080341
Martjushev ADWIN J,with_noise_20,log_77_1687182038,0.4,300,500,50,"[1749, 3000]","[560, 1784, 3134]",0.8,84.5,00:00:31,31.15718311537057,0.0068825233301017
Martjushev ADWIN J,with_noise_20,log_77_1687182038,0.4,300,600,50,"[549, 1775, 2601, 3502, 4103]","[560, 1784, 3134]",0.5,10.0,00:00:18,18.467398011125624,0.0040793898853822
Martjushev ADWIN J,without_noise,log_77_1687182038,0.4,300,700,10,"[349, 1750, 2651, 3502, 4103]","[560, 1784, 3134]",0.25,34.0,00:00:34,34.092831660062075,0.0075309988204245
Martjushev ADWIN J,with_noise_20,log_77_1687182038,0.4,400,400,10,[1739],"[560, 1784, 3134]",0.5,45.0,00:00:39,39.66514200996608,0.008761904574766
Martjushev ADWIN J,with_noise_10,log_77_1687182038,0.4,400,500,20,"[399, 1765, 2911]","[560, 1784, 3134]",0.6666666666666666,90.0,00:00:27,27.718844496645037,0.0061230051903346
Martjushev ADWIN J,without_noise,log_77_1687182038,0.4,400,600,50,"[399, 1700, 2601]","[560, 1784, 3134]",0.6666666666666666,122.5,00:00:14,14.989088434726,0.0033110422873262
Martjushev ADWIN J,without_noise,log_77_1687182038,0.4,400,700,50,"[399, 1850, 3176]","[560, 1784, 3134]",1.0,89.66666666666667,00:00:26,26.01988893467933,0.0057477112733994
Martjushev ADWIN J,with_noise_20,log_78_1687182040,0.4,100,400,20,[749],[743],1.0,6.0,00:00:03,3.9564194018021226,0.0017694183371208
Martjushev ADWIN J,without_noise,log_78_1687182040,0.4,100,500,50,[742],[743],1.0,1.0,00:00:02,2.76708968449384,0.0012375177479847
Martjushev ADWIN J,with_noise_10,log_78_1687182040,0.4,100,600,10,[742],[743],1.0,1.0,00:00:04,4.921112350188196,0.0022008552550036
Martjushev ADWIN J,without_noise,log_78_1687182040,0.4,100,700,10,[742],[743],1.0,1.0,00:00:03,3.5179632399231195,0.0015733288192858
Martjushev ADWIN J,with_noise_20,log_78_1687182040,0.4,200,400,20,[749],[743],1.0,6.0,00:00:03,3.7181750554591417,0.0016628689872357
Martjushev ADWIN J,with_noise_10,log_78_1687182040,0.4,200,500,20,[742],[743],1.0,1.0,00:00:03,3.661872410215437,0.0016376889133342
Martjushev ADWIN J,with_noise_20,log_78_1687182040,0.4,200,600,20,[749],[743],1.0,6.0,00:00:02,2.085896042175591,0.0009328694285221
Martjushev ADWIN J,without_noise,log_78_1687182040,0.4,200,700,20,[742],[743],1.0,1.0,00:00:02,2.7113429103046656,0.0012125862747337
Martjushev ADWIN J,without_noise,log_78_1687182040,0.4,300,400,50,[742],[743],1.0,1.0,00:00:02,2.686362698674202,0.0012014144448453
Martjushev ADWIN J,without_noise,log_78_1687182040,0.4,300,500,10,[742],[743],1.0,1.0,00:00:03,3.049465131945908,0.0013638037262727
Martjushev ADWIN J,without_noise,log_78_1687182040,0.4,300,600,20,[742],[743],1.0,1.0,00:00:01,1.499948595650494,0.000670817797697
Martjushev ADWIN J,with_noise_20,log_78_1687182040,0.4,300,700,10,"[309, 751]",[743],0.6666666666666666,8.0,00:00:03,3.923840402625501,0.0017548481228199
Martjushev ADWIN J,with_noise_10,log_78_1687182040,0.4,400,400,10,[742],[743],1.0,1.0,00:00:03,3.357545805163681,0.0015015857804846
Martjushev ADWIN J,with_noise_10,log_78_1687182040,0.4,400,500,20,[742],[743],1.0,1.0,00:00:03,3.422875963151455,0.0015308032035561
Martjushev ADWIN J,with_noise_10,log_78_1687182040,0.4,400,600,20,[742],[743],1.0,1.0,00:00:03,3.4620921313762665,0.0015483417403292
Martjushev ADWIN J,with_noise_10,log_78_1687182040,0.4,400,700,20,[742],[743],1.0,1.0,00:00:03,3.759768567048013,0.0016814707366046
Martjushev ADWIN J,with_noise_10,log_79_1687182041,0.4,100,400,20,[399],[532],1.0,133.0,00:00:15,15.04245522711426,0.0082109471763724
Martjushev ADWIN J,with_noise_10,log_79_1687182041,0.4,100,500,20,[399],[532],1.0,133.0,00:00:16,16.374815995804965,0.0089382183383214
Martjushev ADWIN J,with_noise_20,log_79_1687182041,0.4,100,600,20,[499],[532],1.0,33.0,00:00:14,14.557955355383456,0.0079464821808861
Martjushev ADWIN J,with_noise_20,log_79_1687182041,0.4,100,700,50,[499],[532],1.0,33.0,00:00:14,14.727552152238786,0.0080390568516587
Martjushev ADWIN J,without_noise,log_79_1687182041,0.4,200,400,20,[],[532],,,00:00:16,16.241699413396418,0.0088655564483604
Martjushev ADWIN J,with_noise_20,log_79_1687182041,0.4,200,500,20,[499],[532],1.0,33.0,00:00:15,15.333869997411966,0.0083700163741331
Martjushev ADWIN J,without_noise,log_79_1687182041,0.4,200,600,50,[449],[532],1.0,83.0,00:00:13,13.651483912020922,0.00745168335809
Martjushev ADWIN J,with_noise_10,log_79_1687182041,0.4,200,700,10,[389],[532],1.0,143.0,00:00:18,18.435099471360445,0.0100628272223583
Martjushev ADWIN J,with_noise_20,log_79_1687182041,0.4,300,400,10,[],[532],,,00:00:17,17.3990682894364,0.0094973080182513
Martjushev ADWIN J,with_noise_10,log_79_1687182041,0.4,300,500,20,[399],[532],1.0,133.0,00:00:13,13.79954191390425,0.0075325010447075
Martjushev ADWIN J,without_noise,log_79_1687182041,0.4,300,600,50,[449],[532],1.0,83.0,00:00:14,14.372127217240632,0.0078450476076641
Martjushev ADWIN J,with_noise_20,log_79_1687182041,0.4,300,700,10,[489],[532],1.0,43.0,00:00:17,17.11846980918199,0.0093441429089421
Martjushev ADWIN J,with_noise_20,log_79_1687182041,0.4,400,400,50,[],[532],,,00:00:13,13.678260951302946,0.0074662996459077
Martjushev ADWIN J,with_noise_20,log_79_1687182041,0.4,400,500,20,[499],[532],1.0,33.0,00:00:13,13.607366750948133,0.0074276019382904
Martjushev ADWIN J,with_noise_20,log_79_1687182041,0.4,400,600,10,[489],[532],1.0,43.0,00:00:14,14.37730946112424,0.0078478763434084
Martjushev ADWIN J,with_noise_20,log_79_1687182041,0.4,400,700,50,[499],[532],1.0,33.0,00:00:13,13.313221715390682,0.0072670424210647
Martjushev ADWIN J,with_noise_10,log_7_1687181925,0.4,100,400,10,"[915, 1750, 1981]","[920, 1720, 2103, 3052, 3413]",0.7499999999999999,52.333333333333336,00:00:14,14.028149069286885,0.0029526729255497
Martjushev ADWIN J,with_noise_10,log_7_1687181925,0.4,100,500,50,"[920, 1750, 2101]","[920, 1720, 2103, 3052, 3413]",0.7499999999999999,10.666666666666666,00:00:09,9.5692935064435,0.0020141640720781
Martjushev ADWIN J,without_noise,log_7_1687181925,0.4,100,600,50,"[920, 1787, 1951]","[920, 1720, 2103, 3052, 3413]",0.7499999999999999,73.0,00:00:08,8.116371924988925,0.0017083502262658
Martjushev ADWIN J,without_noise,log_7_1687181925,0.4,100,700,50,"[920, 1787, 1951]","[920, 1720, 2103, 3052, 3413]",0.7499999999999999,73.0,00:00:08,8.618078266270459,0.0018139503822922
Martjushev ADWIN J,with_noise_20,log_7_1687181925,0.4,200,400,10,"[915, 1780, 2121, 2992]","[920, 1720, 2103, 3052, 3413]",0.888888888888889,35.75,00:00:11,11.262372963130474,0.0023705268286951
Martjushev ADWIN J,with_noise_20,log_7_1687181925,0.4,200,500,50,"[920, 1750, 2351, 3002]","[920, 1720, 2103, 3052, 3413]",0.6666666666666665,26.666666666666668,00:00:09,9.44492484908551,0.0019879867078689
Martjushev ADWIN J,with_noise_20,log_7_1687181925,0.4,200,600,10,"[917, 1700, 2141, 3392]","[920, 1720, 2103, 3052, 3413]",0.888888888888889,20.5,00:00:14,14.011521296575664,0.0029491730786309
Martjushev ADWIN J,with_noise_10,log_7_1687181925,0.4,200,700,10,"[921, 1800, 2121]","[920, 1720, 2103, 3052, 3413]",0.7499999999999999,33.0,00:00:14,14.058133924379945,0.002958984197933
Martjushev ADWIN J,with_noise_20,log_7_1687181925,0.4,300,400,50,"[914, 1850, 2351, 3002]","[920, 1720, 2103, 3052, 3413]",0.6666666666666665,62.0,00:00:09,9.812527703121305,0.0020653604931848
Martjushev ADWIN J,without_noise,log_7_1687181925,0.4,300,500,20,"[917, 1765, 1956]","[920, 1720, 2103, 3052, 3413]",0.7499999999999999,65.0,00:00:08,8.94182295538485,0.0018820928131729
Martjushev ADWIN J,with_noise_10,log_7_1687181925,0.4,300,600,50,"[920, 1750]","[920, 1720, 2103, 3052, 3413]",0.5714285714285715,15.0,00:00:08,8.668009802699089,0.0018244600721319
Martjushev ADWIN J,with_noise_20,log_7_1687181925,0.4,300,700,20,"[920, 1840, 2301, 2942]","[920, 1720, 2103, 3052, 3413]",0.888888888888889,107.0,00:00:10,10.500631488859652,0.0022101939568216
Martjushev ADWIN J,with_noise_10,log_7_1687181925,0.4,400,400,10,"[915, 1750, 1981]","[920, 1720, 2103, 3052, 3413]",0.7499999999999999,52.333333333333336,00:00:10,10.563548007048666,0.0022234367516414
Martjushev ADWIN J,with_noise_10,log_7_1687181925,0.4,400,500,20,"[921, 1800, 2121]","[920, 1720, 2103, 3052, 3413]",0.7499999999999999,33.0,00:00:10,10.001254919916391,0.0021050841759453
Martjushev ADWIN J,without_noise,log_7_1687181925,0.4,400,600,20,"[917, 1765, 1981]","[920, 1720, 2103, 3052, 3413]",0.7499999999999999,56.66666666666666,00:00:08,8.340521203354001,0.0017555296155238
Martjushev ADWIN J,with_noise_10,log_7_1687181925,0.4,400,700,20,"[921, 1800, 2121]","[920, 1720, 2103, 3052, 3413]",0.7499999999999999,33.0,00:00:05,5.764639470726252,0.0012133528669177
Martjushev ADWIN J,without_noise,log_80_1687182042,0.4,100,400,10,[],[981],,,00:00:41,41.47190586198121,0.0195714515629925
Martjushev ADWIN J,without_noise,log_80_1687182042,0.4,100,500,50,[],[981],,,00:00:27,27.9569176947698,0.0131934486525577
Martjushev ADWIN J,with_noise_10,log_80_1687182042,0.4,100,600,20,[],[981],,,00:00:27,27.97065402939916,0.0131999311134493
Martjushev ADWIN J,with_noise_20,log_80_1687182042,0.4,100,700,50,[],[981],,,00:00:29,29.693010916933417,0.0140127470112946
Martjushev ADWIN J,with_noise_20,log_80_1687182042,0.4,200,400,20,[],[981],,,00:00:23,23.737616984173656,0.0112022732346265
Martjushev ADWIN J,without_noise,log_80_1687182042,0.4,200,500,20,[],[981],,,00:00:32,32.74035704880953,0.0154508527837704
Martjushev ADWIN J,with_noise_10,log_80_1687182042,0.4,200,600,10,[],[981],,,00:00:45,45.93880744278431,0.0216794749612007
Martjushev ADWIN J,without_noise,log_80_1687182042,0.4,200,700,10,[],[981],,,00:00:43,43.20536353904754,0.0203895061533966
Martjushev ADWIN J,with_noise_20,log_80_1687182042,0.4,300,400,50,[],[981],,,00:00:27,27.42597098276019,0.0129428838993677
Martjushev ADWIN J,without_noise,log_80_1687182042,0.4,300,500,50,[],[981],,,00:00:26,26.116696206852797,0.0123250100079531
Martjushev ADWIN J,without_noise,log_80_1687182042,0.4,300,600,20,[],[981],,,00:00:33,33.19381712563336,0.0156648499885008
Martjushev ADWIN J,with_noise_20,log_80_1687182042,0.4,300,700,10,[],[981],,,00:00:45,45.79287136811763,0.0216106047041612
Martjushev ADWIN J,with_noise_10,log_80_1687182042,0.4,400,400,50,[],[981],,,00:00:26,26.57585432752967,0.012541696237626
Martjushev ADWIN J,without_noise,log_80_1687182042,0.4,400,500,50,[],[981],,,00:00:27,27.89009811077267,0.0131619151065468
Martjushev ADWIN J,with_noise_10,log_80_1687182042,0.4,400,600,50,[],[981],,,00:00:26,26.963049372658134,0.0127244216010656
Martjushev ADWIN J,with_noise_10,log_80_1687182042,0.4,400,700,10,[],[981],,,00:00:42,42.21750756446272,0.0199233164532622
Martjushev ADWIN J,with_noise_20,log_81_1687182043,0.4,100,400,20,"[679, 1060]","[751, 1119]",1.0,65.5,00:00:02,2.7712913379073143,0.0015077754830834
Martjushev ADWIN J,with_noise_20,log_81_1687182043,0.4,100,500,50,"[749, 1418]","[751, 1119]",0.5,2.0,00:00:02,2.5186895495280623,0.0013703425187856
Martjushev ADWIN J,with_noise_20,log_81_1687182043,0.4,100,600,20,[559],"[751, 1119]",0.6666666666666666,192.0,00:00:02,2.6656277514994144,0.0014502871335687
Martjushev ADWIN J,with_noise_10,log_81_1687182043,0.4,100,700,10,[579],"[751, 1119]",0.6666666666666666,172.0,00:00:03,3.6011760560795665,0.0019592905636994
Martjushev ADWIN J,without_noise,log_81_1687182043,0.4,200,400,10,[],"[751, 1119]",,,00:00:03,3.191263549029827,0.0017362696131827
Martjushev ADWIN J,with_noise_20,log_81_1687182043,0.4,200,500,20,"[749, 1418]","[751, 1119]",0.5,2.0,00:00:02,2.986260080710053,0.0016247334497878
Martjushev ADWIN J,with_noise_20,log_81_1687182043,0.4,200,600,20,[559],"[751, 1119]",0.6666666666666666,192.0,00:00:02,2.9798097778111696,0.0016212240358058
Martjushev ADWIN J,with_noise_10,log_81_1687182043,0.4,200,700,10,[579],"[751, 1119]",0.6666666666666666,172.0,00:00:03,3.5648211976513267,0.0019395109889289
Martjushev ADWIN J,with_noise_20,log_81_1687182043,0.4,300,400,50,[699],"[751, 1119]",0.6666666666666666,52.0,00:00:02,2.2898420188575983,0.0012458335249497
Martjushev ADWIN J,with_noise_10,log_81_1687182043,0.4,300,500,10,[829],"[751, 1119]",0.6666666666666666,78.0,00:00:02,2.821484717540443,0.0015350841771166
Martjushev ADWIN J,without_noise,log_81_1687182043,0.4,300,600,20,[],"[751, 1119]",,,00:00:02,2.536576421931386,0.0013800742230312
Martjushev ADWIN J,without_noise,log_81_1687182043,0.4,300,700,20,[],"[751, 1119]",,,00:00:01,1.2852202178910377,0.0006992493024434
Martjushev ADWIN J,with_noise_10,log_81_1687182043,0.4,400,400,10,[1159],"[751, 1119]",0.6666666666666666,40.0,00:00:02,2.917635384947061,0.0015873968362062
Martjushev ADWIN J,without_noise,log_81_1687182043,0.4,400,500,10,[],"[751, 1119]",,,00:00:02,2.856196324340999,0.0015539697085641
Martjushev ADWIN J,with_noise_10,log_81_1687182043,0.4,400,700,10,[579],"[751, 1119]",0.6666666666666666,172.0,00:00:02,2.5640441607683897,0.0013950185858369
Martjushev ADWIN J,without_noise,log_82_1687182044,0.4,100,400,20,"[99, 640]",[642],0.6666666666666666,2.0,00:00:04,4.960142349824309,0.0024243119989366
Martjushev ADWIN J,without_noise,log_82_1687182044,0.4,100,500,20,"[99, 640]",[642],0.6666666666666666,2.0,00:00:03,3.070852686651051,0.0015009055164472
Martjushev ADWIN J,without_noise,log_82_1687182044,0.4,100,600,10,"[99, 350, 638]",[642],0.5,4.0,00:00:05,5.837746610864997,0.0028532485879105
Martjushev ADWIN J,with_noise_10,log_82_1687182044,0.4,200,400,50,[524],[642],1.0,118.0,00:00:04,4.850348641164601,0.0023706493847334
Martjushev ADWIN J,with_noise_20,log_82_1687182044,0.4,200,500,50,"[199, 625]",[642],0.6666666666666666,17.0,00:00:04,4.654418136924505,0.0022748866749386
Martjushev ADWIN J,without_noise,log_82_1687182044,0.4,200,600,20,[636],[642],1.0,6.0,00:00:04,4.946469089016318,0.0024176290757655
Martjushev ADWIN J,with_noise_10,log_82_1687182044,0.4,200,700,50,[524],[642],1.0,118.0,00:00:04,4.802338092587888,0.0023471838184691
Martjushev ADWIN J,with_noise_20,log_82_1687182044,0.4,300,400,10,[632],[642],1.0,10.0,00:00:05,5.621476743370295,0.0027475448403569
Martjushev ADWIN J,with_noise_10,log_82_1687182044,0.4,300,500,20,[651],[642],1.0,9.0,00:00:04,4.970247293822467,0.002429250876746
Martjushev ADWIN J,with_noise_10,log_82_1687182044,0.4,300,600,20,[651],[642],1.0,9.0,00:00:03,3.989376485347748,0.0019498418794466
Martjushev ADWIN J,with_noise_20,log_82_1687182044,0.4,300,700,50,[645],[642],1.0,3.0,00:00:04,4.627994018606842,0.0022619716610981
Martjushev ADWIN J,without_noise,log_82_1687182044,0.4,400,400,10,[636],[642],1.0,6.0,00:00:04,4.637591669335961,0.0022666625949833
Martjushev ADWIN J,without_noise,log_82_1687182044,0.4,400,500,50,[636],[642],1.0,6.0,00:00:04,4.433571930043399,0.0021669462023672
Martjushev ADWIN J,with_noise_10,log_82_1687182044,0.4,400,600,20,[649],[642],1.0,7.0,00:00:04,4.778790555894375,0.0023356747585016
Martjushev ADWIN J,with_noise_10,log_82_1687182044,0.4,400,700,50,[649],[642],1.0,7.0,00:00:04,4.340285531245172,0.0021213516770504
Martjushev ADWIN J,without_noise,log_83_1687182046,0.4,100,400,50,"[1170, 1687, 2607, 2770]","[1171, 1687, 2573, 2813]",1.0,19.5,00:00:05,5.271988489665091,0.0014467586415107
Martjushev ADWIN J,with_noise_10,log_83_1687182046,0.4,100,500,10,"[1166, 1687, 2639, 2802]","[1171, 1687, 2573, 2813]",1.0,20.5,00:00:07,7.700808182358742,0.0021132843530073
Martjushev ADWIN J,with_noise_20,log_83_1687182046,0.4,100,600,20,"[1179, 1686, 2598, 2782]","[1171, 1687, 2573, 2813]",1.0,16.25,00:00:07,7.026738631539047,0.0019283036859327
Martjushev ADWIN J,without_noise,log_83_1687182046,0.4,100,700,20,"[1170, 1686, 2561, 2763]","[1171, 1687, 2573, 2813]",1.0,16.0,00:00:06,6.548110952600837,0.00179695690247
Martjushev ADWIN J,with_noise_20,log_83_1687182046,0.4,200,400,10,"[1166, 1683, 2411, 2742]","[1171, 1687, 2573, 2813]",1.0,60.5,00:00:07,7.01797797717154,0.0019258995546573
Martjushev ADWIN J,without_noise,log_83_1687182046,0.4,200,500,10,"[1171, 1687, 2561, 2763]","[1171, 1687, 2573, 2813]",1.0,15.5,00:00:06,6.303482084535062,0.0017298249408713
Martjushev ADWIN J,with_noise_20,log_83_1687182046,0.4,200,600,50,"[1167, 1690, 2672, 2827]","[1171, 1687, 2573, 2813]",1.0,30.0,00:00:05,5.95094009488821,0.0016330790600681
Martjushev ADWIN J,without_noise,log_83_1687182046,0.4,200,700,20,"[1170, 1686, 2561, 2763]","[1171, 1687, 2573, 2813]",1.0,16.0,00:00:05,5.31219482049346,0.0014577922119905
Martjushev ADWIN J,with_noise_10,log_83_1687182046,0.4,300,400,20,"[1167, 1687, 2561, 2757]","[1171, 1687, 2573, 2813]",1.0,18.0,00:00:05,5.540958748199046,0.0015205704577933
Martjushev ADWIN J,with_noise_20,log_83_1687182046,0.4,300,500,50,"[1174, 1684, 2601]","[1171, 1687, 2573, 2813]",0.8571428571428571,11.333333333333334,00:00:06,6.332842051051557,0.0017378820118143
Martjushev ADWIN J,with_noise_20,log_83_1687182046,0.4,300,600,50,"[1167, 1684, 2601]","[1171, 1687, 2573, 2813]",0.8571428571428571,11.666666666666666,00:00:05,5.834730782546103,0.0016011884694144
Martjushev ADWIN J,with_noise_20,log_83_1687182046,0.4,300,700,50,"[1176, 1684, 2601]","[1171, 1687, 2573, 2813]",0.8571428571428571,12.0,00:00:05,5.707441750913858,0.001566257341085
Martjushev ADWIN J,without_noise,log_83_1687182046,0.4,400,400,10,"[1170, 1687, 2676]","[1171, 1687, 2573, 2813]",0.8571428571428571,34.666666666666664,00:00:04,4.937139078974724,0.0013548680238679
Martjushev ADWIN J,without_noise,log_83_1687182046,0.4,400,500,10,"[1171, 1687, 2676]","[1171, 1687, 2573, 2813]",0.8571428571428571,34.333333333333336,00:00:05,5.349071078002453,0.0014679119313947
Martjushev ADWIN J,with_noise_10,log_83_1687182046,0.4,400,600,20,"[1170, 1687, 2701]","[1171, 1687, 2573, 2813]",0.8571428571428571,37.66666666666666,00:00:05,5.627341927960515,0.0015442760504831
Martjushev ADWIN J,with_noise_20,log_83_1687182046,0.4,400,700,50,"[1176, 1687, 2601]","[1171, 1687, 2573, 2813]",0.8571428571428571,11.0,00:00:05,5.413511739112437,0.0014855959767048
Martjushev ADWIN J,with_noise_20,log_84_1687182047,0.4,100,400,50,[],[1338],,,00:00:24,24.8214600244537,0.0097377246074749
Martjushev ADWIN J,with_noise_20,log_84_1687182047,0.4,100,500,50,[],[1338],,,00:00:24,24.976550862193108,0.0097985684041557
Martjushev ADWIN J,with_noise_20,log_84_1687182047,0.4,100,600,50,[],[1338],,,00:00:27,27.22205240931362,0.0106795027105977
Martjushev ADWIN J,with_noise_20,log_84_1687182047,0.4,100,700,10,[],[1338],,,00:00:40,40.239434560760856,0.0157863611458457
Martjushev ADWIN J,with_noise_10,log_84_1687182047,0.4,200,400,10,[],[1338],,,00:00:43,43.96342463605106,0.0172473223366226
Martjushev ADWIN J,without_noise,log_84_1687182047,0.4,200,500,20,[],[1338],,,00:00:22,22.005138005129997,0.0086328513162534
Martjushev ADWIN J,with_noise_10,log_84_1687182047,0.4,200,600,20,[],[1338],,,00:00:37,37.846186414361,0.0148474642661282
Martjushev ADWIN J,with_noise_10,log_84_1687182047,0.4,200,700,20,[],[1338],,,00:00:35,35.42863231617957,0.0138990319012081
Martjushev ADWIN J,without_noise,log_84_1687182047,0.4,300,400,50,[],[1338],,,00:00:21,21.75351282022893,0.0085341360612902
Martjushev ADWIN J,with_noise_20,log_84_1687182047,0.4,300,500,50,[],[1338],,,00:00:18,18.844379300251603,0.0073928518243435
Martjushev ADWIN J,with_noise_10,log_84_1687182047,0.4,300,600,50,[],[1338],,,00:00:22,22.696355747058988,0.0089040234394111
Martjushev ADWIN J,with_noise_10,log_84_1687182047,0.4,300,700,50,[],[1338],,,00:00:27,27.40267692413181,0.0107503636422643
Martjushev ADWIN J,without_noise,log_84_1687182047,0.4,400,400,50,[],[1338],,,00:00:20,20.76399521715939,0.008145937707791
Martjushev ADWIN J,with_noise_20,log_84_1687182047,0.4,400,500,50,[],[1338],,,00:00:24,24.192282118834555,0.0094908913765533
Martjushev ADWIN J,without_noise,log_84_1687182047,0.4,400,600,10,[],[1338],,,00:00:35,35.25894415471703,0.0138324614180922
Martjushev ADWIN J,with_noise_10,log_84_1687182047,0.4,400,700,10,[],[1338],,,00:00:45,45.8172941012308,0.0179746151829073
Martjushev ADWIN J,with_noise_20,log_85_1687182048,0.4,100,400,10,[1169],"[1308, 1543]",0.6666666666666666,139.0,00:01:49,109.28137283492832,0.0422588448704285
Martjushev ADWIN J,with_noise_20,log_85_1687182048,0.4,100,500,50,[1449],"[1308, 1543]",0.6666666666666666,94.0,00:01:31,91.23330937232822,0.0352797020001269
Martjushev ADWIN J,without_noise,log_85_1687182048,0.4,100,600,10,[1491],"[1308, 1543]",0.6666666666666666,52.0,00:01:55,115.60169552173464,0.044702898500284
Martjushev ADWIN J,with_noise_10,log_85_1687182048,0.4,100,700,50,[1486],"[1308, 1543]",0.6666666666666666,57.0,00:01:37,97.0048061190173,0.037511525954763
Martjushev ADWIN J,without_noise,log_85_1687182048,0.4,200,400,50,[1199],"[1308, 1543]",0.6666666666666666,109.0,00:01:35,95.9903258504346,0.037119228867144
Martjushev ADWIN J,without_noise,log_85_1687182048,0.4,200,500,20,[1451],"[1308, 1543]",0.6666666666666666,92.0,00:01:31,91.63048246875404,0.0354332878842823
Martjushev ADWIN J,with_noise_10,log_85_1687182048,0.4,200,600,50,[1424],"[1308, 1543]",0.6666666666666666,116.0,00:01:34,94.89327832590789,0.0366950032196086
Martjushev ADWIN J,without_noise,log_85_1687182048,0.4,200,700,20,[1486],"[1308, 1543]",0.6666666666666666,57.0,00:01:31,91.65272368490696,0.0354418885092447
Martjushev ADWIN J,without_noise,log_85_1687182048,0.4,300,400,20,[1199],"[1308, 1543]",0.6666666666666666,109.0,00:01:26,86.25200100336224,0.0333534419966598
Martjushev ADWIN J,with_noise_10,log_85_1687182048,0.4,300,500,10,[1434],"[1308, 1543]",0.6666666666666666,109.0,00:01:37,97.18058412522078,0.0375794988883297
Martjushev ADWIN J,without_noise,log_85_1687182048,0.4,300,600,50,[1424],"[1308, 1543]",0.6666666666666666,116.0,00:01:32,92.63060254603624,0.0358200319203543
Martjushev ADWIN J,without_noise,log_85_1687182048,0.4,300,700,10,[1486],"[1308, 1543]",0.6666666666666666,57.0,00:01:45,105.29015019722284,0.0407154486454844
Martjushev ADWIN J,without_noise,log_85_1687182048,0.4,400,400,10,[1169],"[1308, 1543]",0.6666666666666666,139.0,00:01:41,101.93494503200054,0.0394179988522817
Martjushev ADWIN J,with_noise_20,log_85_1687182048,0.4,400,500,10,[1434],"[1308, 1543]",0.6666666666666666,109.0,00:01:48,108.11146429739892,0.041806444043851
Martjushev ADWIN J,without_noise,log_85_1687182048,0.4,400,600,20,[1509],"[1308, 1543]",0.6666666666666666,34.0,00:01:42,102.40891175530852,0.0396012806478377
Martjushev ADWIN J,with_noise_20,log_85_1687182048,0.4,400,700,50,[1486],"[1308, 1543]",0.6666666666666666,57.0,00:01:32,92.268033368513,0.0356798272886747
Martjushev ADWIN J,with_noise_20,log_86_1687182053,0.4,100,400,50,[],[931],,,00:00:10,10.592734669335186,0.0061693271225015
Martjushev ADWIN J,without_noise,log_86_1687182053,0.4,100,500,20,[],[931],,,00:00:11,11.255305690690877,0.0065552158944035
Martjushev ADWIN J,with_noise_20,log_86_1687182053,0.4,100,600,10,[],[931],,,00:00:20,20.264752205461264,0.0118024182908918
Martjushev ADWIN J,with_noise_20,log_86_1687182053,0.4,100,700,50,[],[931],,,00:00:10,10.507651444524528,0.0061197737009461
Martjushev ADWIN J,without_noise,log_86_1687182053,0.4,200,400,50,[],[931],,,00:00:08,8.596448210068047,0.0050066675655608
Martjushev ADWIN J,without_noise,log_86_1687182053,0.4,200,500,50,[],[931],,,00:00:08,8.732675286009908,0.0050860077379207
Martjushev ADWIN J,with_noise_10,log_86_1687182053,0.4,200,600,50,[],[931],,,00:00:09,9.954435190185905,0.0057975743681921
Martjushev ADWIN J,with_noise_20,log_86_1687182053,0.4,200,700,10,[],[931],,,00:00:20,20.166966177523136,0.0117454666147484
Martjushev ADWIN J,with_noise_20,log_86_1687182053,0.4,300,400,10,[],[931],,,00:00:15,15.66457053925842,0.0091232210479082
Martjushev ADWIN J,with_noise_20,log_86_1687182053,0.4,300,500,20,[],[931],,,00:00:12,12.775987130589783,0.0074408777697086
Martjushev ADWIN J,with_noise_10,log_86_1687182053,0.4,300,600,10,[],[931],,,00:00:17,17.94658673554659,0.010452292798804
Martjushev ADWIN J,with_noise_20,log_86_1687182053,0.4,300,700,50,[],[931],,,00:00:10,10.481094813905656,0.0061043068223096
Martjushev ADWIN J,with_noise_10,log_86_1687182053,0.4,400,400,20,[],[931],,,00:00:11,11.087868569418788,0.0064576986426434
Martjushev ADWIN J,without_noise,log_86_1687182053,0.4,400,500,20,[],[931],,,00:00:09,9.887265676632524,0.0057584540923893
Martjushev ADWIN J,with_noise_10,log_86_1687182053,0.4,400,600,20,[],[931],,,00:00:12,12.101878511719406,0.0070482693719973
Martjushev ADWIN J,with_noise_20,log_86_1687182053,0.4,400,700,10,[],[931],,,00:00:08,8.943201022222638,0.0052086202808518
